id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-4686661-B2,A display device for use in the delivery device ,トルーデル  メディカル  インターナショナル,"ダニエル，  ケイ． エンジェルブレス，, ジェームズ，  エヌ． シュミット，, リチャード ブラッカー，",1998-01-16,2007-11-14,2011-05-25,2011-05-25,https://patents.google.com/patent/JP4686661B2/en,https://patentimages.storage.googleapis.com/5d/b2/d8/8c20c77ca8b738/0004686661-2.png
US-3581067-A,Pitch matching detecting and counting system ,Spartanics,"Samuel P Willits, William L Mohan",1968-12-02,1968-12-02,1971-05-25,1971-05-25,https://patents.google.com/patent/US3581067A/en,https://patentimages.storage.googleapis.com/33/d4/17/c3ccdbb8671121/US3581067-drawings-page-2.png
US-3676647-A,Particle analyzing apparatus and method ,Procedyne Corp,"Robert Staffin, Roy J Ricci, Ronald J Juels",1969-12-04,1969-12-04,1972-07-11,1972-07-11,https://patents.google.com/patent/US3676647A/en,https://patentimages.storage.googleapis.com/e6/b8/78/958ab1940faee3/US3676647-drawings-page-2.png
US-3524304-A,Bag air-filter ,Delbag Luftfilter Gmbh,"Hans Joachim Wittemeier, Fritz Becker, Klaus Peter Deutschmann",1960-06-10,1967-05-29,1970-08-18,1970-08-18,https://patents.google.com/patent/US3524304A/en,https://patentimages.storage.googleapis.com/be/35/4b/4ba84e30261f63/US3524304-drawings-page-1.png
US-3315229-A,Blood cell recognizer ,Ibm,Edward T Smithline,1963-12-31,1963-12-31,1967-04-18,1967-04-18,https://patents.google.com/patent/US3315229A/en,https://patentimages.storage.googleapis.com/ee/d8/e9/ed694f493518aa/US3315229-drawings-page-1.png
US-3564219-A,Indicating device ,Honeywell Inc,John S Mutziger,1968-06-07,1968-06-07,1971-02-16,1971-02-16,https://patents.google.com/patent/US3564219A/en,https://patentimages.storage.googleapis.com/b5/45/58/d7ea9e3612f477/US3564219-drawings-page-2.png
US-3390229-A,Particle measuring and counting system ,Raytheon Eduction Company,David A Williams,1962-11-01,1962-11-01,1968-06-25,1968-06-25,https://patents.google.com/patent/US3390229A/en,https://patentimages.storage.googleapis.com/54/42/af/4be06fe17ef166/US3390229-drawings-page-1.png
US-3422776-A,Monitor means and counter mechanism for use with seed planters and the like ,Lester Gregory Jr,Lester Gregory Jr,1967-01-04,1967-01-04,1969-01-21,1969-01-21,https://patents.google.com/patent/US3422776A/en,https://patentimages.storage.googleapis.com/f9/fa/36/810b1e23f79696/US3422776-drawings-page-1.png
US-3493772-A,Bacterial counting machine and method ,Palo Alto Medical Research Fou,"George T Daughters, Neil B Ingels Jr, Agostino Burzio",1967-05-29,1967-05-29,1970-02-03,1970-02-03,https://patents.google.com/patent/US3493772A/en,https://patentimages.storage.googleapis.com/e7/a2/43/f9b25d5048b258/US3493772-drawings-page-1.png
US-3675768-A,Method and apparatus for classifying and segregating particles with electrical and optical means ,Gildardo Legorreta Sanchez,Gildardo Legorreta-Sanchez,1969-03-17,1969-03-17,1972-07-11,1972-07-11,https://patents.google.com/patent/US3675768A/en,https://patentimages.storage.googleapis.com/ab/84/41/bec21ceee24b0b/US3675768-drawings-page-2.png
US-3596515-A,Drop flow sensor and resilient clamp therefor ,Ivac Corp,Richard A Cramer,1967-11-27,1967-11-27,1971-08-03,1971-08-03,https://patents.google.com/patent/US3596515A/en,https://patentimages.storage.googleapis.com/fe/a0/70/c74dabdb228e30/US3596515-drawings-page-2.png
US-3579249-A,Feature counter having between limits amplitude and/or width discrimination ,Reynolds Metals Co,"Raymond D Dewey, Robert S Mapes, Garth S Jones",1969-08-08,1969-08-08,1971-05-18,1971-05-18,https://patents.google.com/patent/US3579249A/en,https://patentimages.storage.googleapis.com/60/e4/c9/d2be6936cf3844/US3579249-drawings-page-2.png
US-3110388-A,Live poultry conveyor and counter ,"Elliott George, Carmen S Weaver, Solomon P Scholl","Elliott George, Carmen S Weaver, Solomon P Scholl",1961-05-08,1961-05-08,1963-11-12,1963-11-12,https://patents.google.com/patent/US3110388A/en,https://patentimages.storage.googleapis.com/f2/d5/84/ae5c9c95369749/US3110388-drawings-page-1.png
US-3204133-A,Electric reciprocating drive with motion conversion ,Straumann Inst Ag,Tschudin Oswald,1962-01-31,1963-01-29,1965-08-31,1965-08-31,https://patents.google.com/patent/US3204133A/en,https://patentimages.storage.googleapis.com/a4/30/b5/db495326e4819d/US3204133-drawings-page-1.png
EP-0966309-B1,Inhaler dose counter ,Norton Healthcare Limited,"Nicholas John Dilland House BOWMAN, Michael John Holroyd, Costantinos Panayi, William Richard Treneman",1996-12-20,1997-12-18,2004-06-09,2004-06-09,https://patents.google.com/patent/EP0966309B1/en,https://patentimages.storage.googleapis.com/e0/46/4f/2e8f3d28ed7bd4/00290001.png
US-5848593-A,System for dispensing a kit of associated medical items ,"Diebold, Incorporated","R. Michael McGrady, Sean M. McCune",1994-12-16,1996-11-26,1998-12-15,1998-12-15,https://patents.google.com/patent/US5848593A/en,https://patentimages.storage.googleapis.com/7b/ad/64/fe85c6bfbfe912/US5848593-drawings-page-2.png
US-7817842-B2,Method and apparatus for discriminating and counting documents ,Cummins-Allison Corp.,Douglas U. Mennie,1994-03-08,2005-02-14,2010-10-19,2010-10-19,https://patents.google.com/patent/US7817842B2/en,
US-5803283-A,Snap-on indicator cap ,"Senetics, Inc.","Allan E. Barker, Gage Garby",1989-02-03,1995-09-15,1998-09-08,1998-09-08,https://patents.google.com/patent/US5803283A/en,https://patentimages.storage.googleapis.com/96/48/9d/0e8f487f5f1205/US5803283-drawings-page-2.png
US-5420569-A,Remotely readable data storage devices and apparatus ,Scientific Generics Limited,"Andrew N. Dames, Peter J. Hyde",1991-01-04,1992-01-03,1995-05-30,1995-05-30,https://patents.google.com/patent/US5420569A/en,https://patentimages.storage.googleapis.com/6f/8b/1a/250f734ae5fd6e/US5420569-drawings-page-2.png
US-5912818-A,System for tracking and dispensing medical items ,"Diebold, Incorporated","R. Michael McGrady, R. Barrie Slaymaker, Jr., Greg Kroah-Hartman, Eser Sukan",1993-01-25,1997-09-11,1999-06-15,1999-06-15,https://patents.google.com/patent/US5912818A/en,https://patentimages.storage.googleapis.com/32/1f/1c/b28a29bf863aed/US5912818-drawings-page-2.png
US-6220419-B1,Method and apparatus for discriminating and counting documents ,Cummins-Allison,Douglas U. Mennie,1994-03-08,1997-04-04,2001-04-24,2001-04-24,https://patents.google.com/patent/US6220419B1/en,https://patentimages.storage.googleapis.com/8b/b6/80/dca3b5e79a96b8/US6220419-drawings-page-4.png
US-5991355-A,Device for counting the number of uses of a sensor ,Siemens Elema Ab,Mikael Dahlke,1997-07-11,1998-06-17,1999-11-23,1999-11-23,https://patents.google.com/patent/US5991355A/en,https://patentimages.storage.googleapis.com/08/d6/21/dd7fd8c4caded9/US5991355-drawings-page-2.png
US-6402748-B1,Electrosurgical device having a dielectrical seal ,Sherwood Services Ag,"Arthur Schoenman, Joe D. Sartor, Vernita Kelm",1998-09-23,1999-09-15,2002-06-11,2002-06-11,https://patents.google.com/patent/US6402748B1/en,https://patentimages.storage.googleapis.com/d8/73/26/8924185371f356/US6402748-drawings-page-3.png
US-8576076-B2,Automatic surgical sponge counter and blood loss determination system ,"Clearcount Medical Solutions, Inc.","Sharon L. Morris, Dean E. Morris",1994-08-05,2012-10-01,2013-11-05,2013-11-05,https://patents.google.com/patent/US8576076B2/en,https://patentimages.storage.googleapis.com/95/87/ba/b43b85b5f19fc4/US08576076-20131105-D00000.png
US-5313935-A,Apparatus for counting the number of times a surgical instrument has been used ,Symbiosis Corporation,"Jurgen A. Kortenbach, George Nunez, Charles R. Slater",1992-12-31,1993-08-17,1994-05-24,1994-05-24,https://patents.google.com/patent/US5313935A/en,https://patentimages.storage.googleapis.com/cc/8d/23/7ef0991ae44a10/US5313935-drawings-page-2.png
US-5482030-A,Aerosol and non-aerosol spray counter ,Klein; David,David Klein,1994-06-13,1994-06-13,1996-01-09,1996-01-09,https://patents.google.com/patent/US5482030A/en,https://patentimages.storage.googleapis.com/45/f0/f2/36cb30cb2bb918/US5482030-drawings-page-2.png
EP-0559757-B1,Aerosol dispenser comprising an indicator assembly ,Minnesota Mining And Manufacturing Company,"Anthony C. L. The Mousehold Duddington Wass, Brian R. Law",1990-11-26,1991-11-12,1995-04-12,1995-04-12,https://patents.google.com/patent/EP0559757B1/en,https://patentimages.storage.googleapis.com/e2/4e/c5/48413ac94867d2/imgf0001.png
US-6655381-B2,Pre-metered dose magazine for breath-actuated dry powder inhaler ,Ivax Corporation,"Laurence Keane, David O'Leary",2000-06-23,2001-06-23,2003-12-02,2003-12-02,https://patents.google.com/patent/US6655381B2/en,https://patentimages.storage.googleapis.com/77/22/94/d95cfaf7d936c5/US06655381-20031202-D00000.png
EP-1730676-B1,Counter for use with a medicament dispenser ,Glaxo Group Limited,"Stephen Edward Augustyn, S. J.; c/o GlaxoSmithKline HARVEY",2004-02-16,2005-02-15,2013-08-28,2013-08-28,https://patents.google.com/patent/EP1730676B1/en,https://patentimages.storage.googleapis.com/12/d5/fd/f619553933b0a9/imgf0001.png
US-4677682-A,Bill counting machine ,"Laurel Bank Machine Co., Ltd.","Tuyoshi Miyagawa, Eiko Hibari, Mitsuharu Kagami",1983-12-22,1984-12-21,1987-06-30,1987-06-30,https://patents.google.com/patent/US4677682A/en,https://patentimages.storage.googleapis.com/21/2e/62/3aba9b5ce24243/US4677682-drawings-page-2.png
US-3771783-A,"Mechanism for feeding, separating and stacking sheets ",Pennsylvania Res Ass Inc,George P Mcinerny,1972-02-22,1972-02-22,1973-11-13,1973-11-13,https://patents.google.com/patent/US3771783A/en,https://patentimages.storage.googleapis.com/de/3d/a7/e125589eb5810a/US3771783-drawings-page-2.png
US-5564414-A,Pressurized and metered medication dose counter on removable sleeve ,"Walker; William F., Walker; Elizabeth M.","William F. Walker, Elizabeth M. Walker",1994-05-26,1994-05-26,1996-10-15,1996-10-15,https://patents.google.com/patent/US5564414A/en,https://patentimages.storage.googleapis.com/bc/bb/ba/76f3c841ed2947/US5564414-drawings-page-2.png
US-4114804-A,Counterfeit detection means for paper counting ,"Brandt-Pra, Inc.","Alan P. Jones, William Sherman",1976-08-04,1976-08-04,1978-09-19,1978-09-19,https://patents.google.com/patent/US4114804A/en,https://patentimages.storage.googleapis.com/0e/e8/b3/e7cf099948e298/US4114804-drawings-page-2.png
US-4255651-A,Sheet counting method and apparatus ,De La Rue Systems Limited,Christopher A. P. Phillips,1978-09-15,1979-09-12,1981-03-10,1981-03-10,https://patents.google.com/patent/US4255651A/en,https://patentimages.storage.googleapis.com/c1/7c/56/d10ceb4021ef00/US4255651-drawings-page-2.png
US-3597594-A,Sheet counting apparatus ,De La Rue Instr,Peter Steward Evans,1967-10-12,1968-10-02,1971-08-03,1971-08-03,https://patents.google.com/patent/US3597594A/en,https://patentimages.storage.googleapis.com/ac/8a/b8/04b9a0a48ac420/US3597594-drawings-page-2.png
US-5359993-A,Apparatus for counting the number of times a medical instrument has been used ,Symbiosis Corporation,"Charles R. Slater, Thomas O. Bales, Jurgen A. Kortenbach, George Nunez, David Turkel",1992-12-31,1992-12-31,1994-11-01,1994-11-01,https://patents.google.com/patent/US5359993A/en,https://patentimages.storage.googleapis.com/47/f0/87/187490bf2564c3/US5359993-drawings-page-2.png
US-4334619-A,Apparatus for processing paper sheets ,Tokyo Shibaura Denki Kabushiki Kaisha,"Shigeo Horino, Yoshiro Hashimoto",1978-11-30,1979-11-27,1982-06-15,1982-06-15,https://patents.google.com/patent/US4334619A/en,https://patentimages.storage.googleapis.com/fb/fc/f6/af6c93ae41c1e0/US4334619-drawings-page-2.png
US-3119557-A,Counter operator for pressurized paint can ,United States Steel Corp,Wayne W Chapman,1961-10-05,1961-10-05,1964-01-28,1964-01-28,https://patents.google.com/patent/US3119557A/en,https://patentimages.storage.googleapis.com/22/64/51/437f179736947e/US3119557-drawings-page-1.png
EP-1386630-B1,Powder inhaler ,CHIESI FARMACEUTICI S.p.A.,"John Pinon, Sameer Shirgaonkar, Christopher James Smith, Simon Burge, Max William Middleton, David Ahern, Matthew Neil Sarkar, Ben Arlett, Emma Lesley Lye, Simon Smith",2002-07-31,2002-07-31,2006-05-17,2006-05-17,https://patents.google.com/patent/EP1386630B1/en,https://patentimages.storage.googleapis.com/f2/f1/69/8ea6820027ceb3/imgf0001.png
US-5533079-A,Inventory monitoring apparatus ,"Medselect Systems, Inc.","Eric R. Colburn, Max A. Fedor, Robert G. Gillio, Daniel W. Neu",1993-01-25,1994-01-25,1996-07-02,1996-07-02,https://patents.google.com/patent/US5533079A/en,https://patentimages.storage.googleapis.com/58/a4/d7/637d3279d0f218/US5533079-drawings-page-2.png
US-6163737-A,Medical item dispensing apparatus ,"Diebold, Incorporated","Max A. Fedor, Eric R. Colburn, Robert G. Gillio, Daniel W. Neu, R. Michael McGrady",1993-01-25,1996-11-14,2000-12-19,2000-12-19,https://patents.google.com/patent/US6163737A/en,https://patentimages.storage.googleapis.com/25/52/96/6e42fd86143fe9/US6163737-drawings-page-2.png
US-6142339-A,Aerosol dispensing device ,1263152 Ontario Inc.,"Richard Blacker, Daniel K. Engelbreth, James N. Schmidt",1998-01-16,1998-01-16,2000-11-07,2000-11-07,https://patents.google.com/patent/US6142339A/en,https://patentimages.storage.googleapis.com/14/cc/89/8952cc64a0a770/US6142339-drawings-page-4.png
US-8744803-B2,"Methods, systems and devices for activity tracking device data synchronization with computing devices ","Fitbit, Inc.","James Park, Barry Burton, Heiko Panther, Eric Friedman",2010-09-30,2013-10-09,2014-06-03,2014-06-03,https://patents.google.com/patent/US8744803B2/en,https://patentimages.storage.googleapis.com/e7/f4/77/80224f2c864a6c/US08744803-20140603-D00000.png
US-6076521-A,Dose indicating device ,Astra Aktiebolag,"Jan-Eric Lindahl, Kjell Wetterlin",1994-11-29,1995-11-29,2000-06-20,2000-06-20,https://patents.google.com/patent/US6076521A/en,https://patentimages.storage.googleapis.com/ea/07/45/c7230956b36ca4/US6076521-drawings-page-2.png
US-5993046-A,System for dispensing medical items by brand or generic name ,"Diebold, Incorporated","R. Michael McGrady, Sean M. McCune",1993-01-25,1996-11-26,1999-11-30,1999-11-30,https://patents.google.com/patent/US5993046A/en,https://patentimages.storage.googleapis.com/69/04/5c/d16a4dea016044/US5993046-drawings-page-2.png
US-6615827-B2,Inhalation counter device ,"Sapphire Designs, Inc.","Mark H. Greenwood, Mariann C. Straub, Gabriel Rodriguez, Jr.",1999-09-08,2002-04-10,2003-09-09,2003-09-09,https://patents.google.com/patent/US6615827B2/en,https://patentimages.storage.googleapis.com/9e/8d/30/edbed86d29cf2d/US06615827-20030909-D00000.png
US-7584712-B2,Dose indicating device ,Trudell Medical International,Winston Z. Lu,2003-12-15,2006-07-26,2009-09-08,2009-09-08,https://patents.google.com/patent/US7584712B2/en,https://patentimages.storage.googleapis.com/US7584712B2/US07584712-20090908-D00000.png
US-4018358-A,"Cassette pill storing, dispensing and counting machine ","Pharmaceutical Innovators, Ltd.","Robert D. Johnson, John W. Havener, Franklin W. Reyner, Jr., Loren K. Whitver, Norman W. Kilburn, Jack M. Hoglan",1975-09-18,1975-09-18,1977-04-19,1977-04-19,https://patents.google.com/patent/US4018358A/en,https://patentimages.storage.googleapis.com/4c/9c/f1/9815d09ba45f5d/US4018358-drawings-page-2.png
US-5009338-A,Indicator cap for a medicine bottle ,Senetics Corporation,Allan Barker,1989-02-03,1989-02-03,1991-04-23,1991-04-23,https://patents.google.com/patent/US5009338A/en,https://patentimages.storage.googleapis.com/08/0c/7c/5b2949fc683aca/US5009338-drawings-page-2.png
US-7726555-B2,Slave wheel counter mechanism useable with an inhaler ,Aventis Pharma Limited,"Stephen J. Minshull, Duncan G. Young, Andrew J. Ledgeway, Simon P. Wells, Graham K. Lacy, Julian F. R. Swan",2002-09-21,2007-11-28,2010-06-01,2010-06-01,https://patents.google.com/patent/US7726555B2/en,https://patentimages.storage.googleapis.com/e4/f2/64/91749a7c6f3c08/US07726555-20100601-D00000.png
EP-0764312-B1,Dose counting device for inhalators ,Valois S.A.,Pascal Bruna,1994-06-10,1995-06-09,1998-04-15,1998-04-15,https://patents.google.com/patent/EP0764312B1/en,https://patentimages.storage.googleapis.com/89/5f/a0/8a16a00bb1a4a8/00370001.png
US-4593184-A,Counterfeit detection circuit ,"Brandt, Incorporated","David Bryce, William Sherman, III",1983-08-19,1983-08-19,1986-06-03,1986-06-03,https://patents.google.com/patent/US4593184A/en,https://patentimages.storage.googleapis.com/61/f1/d7/2e36eeaa1cd83f/US4593184-drawings-page-2.png
US-7232024-B2,Currency processing device ,Cunnins-Allison Corp.,"Richard A. Mazur, Douglas U. Mennie, Mark C. Munro, Lars R. Stromme, Bradford T. Graves, William J. Jones",1996-05-29,2005-05-24,2007-06-19,2007-06-19,https://patents.google.com/patent/US7232024B2/en,https://patentimages.storage.googleapis.com/US7232024B2/US07232024-20070619-D00000.png
US-5718355-A,Indicator device responsive to axial force for use with inhaler ,"Senetics, Inc.","Gage Garby, Jeffery T. Ballas",1989-02-03,1995-06-06,1998-02-17,1998-02-17,https://patents.google.com/patent/US5718355A/en,https://patentimages.storage.googleapis.com/f0/24/14/40d5e41ca3b75b/US5718355-drawings-page-2.png
US-6574580-B2,Pharmacy pill counting vision system ,Scriptpro Llc,Rodney N. Hamilton,2000-02-11,2001-02-08,2003-06-03,2003-06-03,https://patents.google.com/patent/US6574580B2/en,https://patentimages.storage.googleapis.com/b7/a6/25/c4921c46e9516d/US06574580-20030603-D00000.png
US-3824393-A,System for differential particle counting ,American Express Invest,A Brain,1971-08-25,1973-10-01,1974-07-16,1974-07-16,https://patents.google.com/patent/US3824393A/en,https://patentimages.storage.googleapis.com/7e/ff/cd/8ed9a20a9feb85/US3824393-drawings-page-2.png
US-5370267-A,Method and apparatus for measuring dispenser usage ,Gojo Industries Inc.,Wesley A. Schroeder,1993-10-04,1993-10-04,1994-12-06,1994-12-06,https://patents.google.com/patent/US5370267A/en,https://patentimages.storage.googleapis.com/d3/9d/c0/a972c68b030f94/US5370267-drawings-page-2.png
US-6283365-B1,Indicator device ,Neil Peter Bason,Neil Peter Bason,1998-04-09,1999-04-08,2001-09-04,2001-09-04,https://patents.google.com/patent/US6283365B1/en,https://patentimages.storage.googleapis.com/93/3f/3f/43e749c1f502c2/US6283365-drawings-page-2.png
US-2494441-A,Method and apparatus for electronically determining particle size distribution ,Rca Corp,Hillier James,1948-07-28,1948-07-28,1950-01-10,1950-01-10,https://patents.google.com/patent/US2494441A/en,https://patentimages.storage.googleapis.com/91/7b/08/0a306a6082af98/US2494441-drawings-page-1.png
US-4026309-A,Chip structure ,Gamex Industries Inc.,Robert Howard,1974-08-08,1976-05-12,1977-05-31,1977-05-31,https://patents.google.com/patent/US4026309A/en,https://patentimages.storage.googleapis.com/93/b9/c1/60e4f5f9e1084b/US4026309-drawings-page-2.png
US-6108588-A,Restocking method for medical item dispensing system ,"Diebold, Incorporated",R. Michael McGrady,1993-01-25,1998-01-27,2000-08-22,2000-08-22,https://patents.google.com/patent/US6108588A/en,https://patentimages.storage.googleapis.com/f9/b8/78/ad2f929e42f83a/US6108588-drawings-page-2.png
US-5507297-A,Endoscopic instruments having detachable proximal handle and distal portions ,Symbiosis Corporation,"Charles R. Slater, Jurgen A. Kortenbach, Herbert Cohen, George Nunez",1991-04-04,1993-02-11,1996-04-16,1996-04-16,https://patents.google.com/patent/US5507297A/en,https://patentimages.storage.googleapis.com/1a/0f/8d/3060826834c186/US5507297-drawings-page-2.png
US-3746211-A,Vibratory quantifying apparatus ,W Burgess,W Burgess,1971-12-06,1971-12-06,1973-07-17,1973-07-17,https://patents.google.com/patent/US3746211A/en,https://patentimages.storage.googleapis.com/3b/62/28/5f75df94cb79dc/US3746211-drawings-page-2.png
CA-1124357-A,Electronic counting and control means for document handling devices ,"Alan P. Jones, Brandt, Inc.",Alan P. Jones,1977-12-28,1978-10-25,1982-05-25,1982-05-25,https://patents.google.com/patent/CA1124357A/en,
US-3852576-A,Premium allocation device ,K Rudd,K Rudd,1972-03-29,1973-03-29,1974-12-03,1974-12-03,https://patents.google.com/patent/US3852576A/en,https://patentimages.storage.googleapis.com/40/e5/2c/664272f33ee2ae/US3852576-drawings-page-2.png
US-6565743-B1,Portable purification container with cumulative use indicator ,"Kimberly-Clark Worldwide, Inc.","Malcolm D. Poirier, Paul Metaxatos, David Mathieu, Jeffrey E. Fish, Kevin P. McGrath",1999-08-31,2000-08-31,2003-05-20,2003-05-20,https://patents.google.com/patent/US6565743B1/en,https://patentimages.storage.googleapis.com/89/07/02/e43d0d1eefa87d/US06565743-20030520-D00000.png
US-2632588-A,Counting and packaging apparatus ,Jr John Hoar,Jr John Hoar,1952-01-30,1952-01-30,1953-03-24,1953-03-24,https://patents.google.com/patent/US2632588A/en,https://patentimages.storage.googleapis.com/4a/52/1a/004643b34ee076/US2632588-drawings-page-1.png
US-2750949-A,Coin counter ,Johnson Fare Box Co,"Thomas E Kulo, Clarence F Rogier",1949-09-08,1949-09-08,1956-06-19,1956-06-19,https://patents.google.com/patent/US2750949A/en,https://patentimages.storage.googleapis.com/72/f7/bd/0783588854cbd7/US2750949-drawings-page-1.png
CA-2060871-C,Method and apparatus for the recognition and counting of discrete objects ,"Barbara L. Perozek, Timothy R. Smith, Kirby Lester, Inc., Kirby Lester, Llc","Barbara L. Perozek, Timothy R. Smith",1991-02-28,1992-02-07,1999-01-12,1999-01-12,https://patents.google.com/patent/CA2060871C/en,
US-5650596-A,Automatic surgical sponge counter and blood loss determination system ,"Surgical Resources, L.L.C.","Sharon L. Morris, Dean E. Morris",1994-08-05,1994-08-05,1997-07-22,1997-07-22,https://patents.google.com/patent/US5650596A/en,https://patentimages.storage.googleapis.com/94/9e/72/1cbb94d3e34112/US5650596-drawings-page-2.png
US-5611444-A,Indicator device responsive to axial force ,"Senetics, Inc.","Gage L. Garby, Jeffrey T. Ballas",1989-02-03,1995-03-29,1997-03-18,1997-03-18,https://patents.google.com/patent/US5611444A/en,https://patentimages.storage.googleapis.com/ff/41/04/302c93409d85a0/US5611444-drawings-page-2.png
EP-0131732-B1,Inductive coupling system for the bi-directional transmission of digital data ,"M &amp; FC HOLDING COMPANY, INC.",Felice M. Scuilli,1983-06-20,1984-06-05,1990-09-05,1990-09-05,https://patents.google.com/patent/EP0131732B1/en,https://patentimages.storage.googleapis.com/84/31/be/f48fafba6dd9e0/imgf0001.png
US-5421482-A,Indicator device responsive to axial force ,"Senetics, Inc.","Gage Garby, Jeffery Ballas",1989-02-03,1993-09-22,1995-06-06,1995-06-06,https://patents.google.com/patent/US5421482A/en,https://patentimages.storage.googleapis.com/db/0d/89/a2cb6c3a33cd41/US5421482-drawings-page-2.png
US-7500444-B2,Actuation indicator for a dispensing device ,Glaxo Group Limited,"Stanley George Bonney, Peter John Brand, James William Godfrey, Paul Kenneth Rand",2002-06-21,2003-06-19,2009-03-10,2009-03-10,https://patents.google.com/patent/US7500444B2/en,https://patentimages.storage.googleapis.com/US7500444B2/US07500444-20090310-D00000.png
US-5299701-A,Indicator cap ,"Senetics, Inc.","Allen Barker, Gage Garby",1989-02-03,1993-08-19,1994-04-05,1994-04-05,https://patents.google.com/patent/US5299701A/en,https://patentimages.storage.googleapis.com/ef/1d/88/f54daa63c3aa30/US5299701-drawings-page-3.png
EP-1104318-B1,Inhalator comprising a dosage counting device ,RPC Wiko GmbH &amp; Co. KG,Joseph Eckert,1998-08-14,1999-08-13,2002-09-11,2002-09-11,https://patents.google.com/patent/EP1104318B1/en,https://patentimages.storage.googleapis.com/0e/a6/a4/8f48e7ba47bee6/00320001.png
EP-0040539-B1,Method of measuring by weighing ,Percell Group Limited,Edgar Leslie Biss,1980-05-20,1981-05-18,1988-09-28,1988-09-28,https://patents.google.com/patent/EP0040539B1/en,https://patentimages.storage.googleapis.com/24/03/4c/57679ff112b649/imgf0001.png
CA-2238760-C,Mechanical counter for a metering apparatus ,"Boehringer Ingelheim International Gmbh, Pasquale Cirillo, Joachim Eicher, Andreas Fiol","Pasquale Cirillo, Joachim Eicher, Andreas Fiol",1995-12-28,1996-12-19,2004-10-26,2004-10-26,https://patents.google.com/patent/CA2238760C/en,
