id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2017254801-B2,Virtual and augmented reality systems and methods ,"Magic Leap, Inc.",Brian Schowengerdt,2013-11-27,2017-10-30,2018-11-15,2018-11-15,https://patents.google.com/patent/AU2017254801B2/en,
JP-6430577-B2,Apparatus and method for dynamic range conversion of the image ,"コーニンクレッカ フィリップス エヌ ヴェＫｏｎｉｎｋｌｉｊｋｅ Ｐｈｉｌｉｐｓ Ｎ．Ｖ．, コーニンクレッカ  フィリップス  エヌ  ヴェＫｏｎｉｎｋｌｉｊｋｅ  Ｐｈｉｌｉｐｓ  Ｎ．Ｖ．","チャールズ レオナルダス コーネリウス マリア クニベラー, チャールズ  レオナルダス  コーネリウス  マリア クニベラー, ダー フルーテン レナトス ヨセフス バン, ダー  フルーテン  レナトス  ヨセフス バン, ハーン ウィーブ デ, ハーン  ウィーブ デ",2011-09-27,2017-04-19,2018-11-28,2018-11-28,https://patents.google.com/patent/JP6430577B2/en,https://patentimages.storage.googleapis.com/JP6430577B2/0006430577.png
AU-2015297035-B2,Systems and methods for biomechanically-based eye signals for interacting with real and virtual objects ,Google Llc,"Spencer James Connaughton, Eliot DRAKE, Lewis James Marggraff, Nelson George Publicover",2014-05-09,2015-05-09,2018-06-28,2018-06-28,https://patents.google.com/patent/AU2015297035B2/en,
JP-6158384-B2,Filtering and edge coding ,ドルビー・インターナショナル・アーベー,"ライ，ワン・リン, リュー，シュジー, ティアン，ドン",2009-10-14,2016-03-24,2017-07-05,2017-07-05,https://patents.google.com/patent/JP6158384B2/en,https://patentimages.storage.googleapis.com/JP6158384B2/0006158384.png
JP-6062982-B2,Application for viewing the image ,"アップル インコーポレイテッド, アップル  インコーポレイテッド","ランディ ウビロス，, ランディ ウビロス，, ティモシー ディー． シェーナ，, ティモシー  ディー． シェーナ，, チェン サン，, チェン サン，, サミュエル エム． ロバーツ，, サミュエル  エム． ロバーツ，, クリストファー アール． カニンガム，, クリストファー  アール． カニンガム，",2012-03-06,2015-03-05,2017-01-18,2017-01-18,https://patents.google.com/patent/JP6062982B2/en,https://patentimages.storage.googleapis.com/30/64/a1/7ce4e7dbfe6057/0006062982-2.png
RU-2678658-C2,Display interposing physical object within three-dimensional volumetric space ,Гарет Пол БЕЛЛ,Гарет Пол БЕЛЛ,2001-10-11,2015-02-26,2019-01-30,2019-01-30,https://patents.google.com/patent/RU2678658C2/en,https://patentimages.storage.googleapis.com/39/5a/1b/8e219d35124d59/00000018.png
JP-6286511-B2,Scripted graphics in the process environment ,"フィッシャー−ローズマウント システムズ，インコーポレイテッド, フィッシャー−ローズマウント  システムズ，インコーポレイテッド","ルーカス、ジェー．、マイケル, ニクソン、マーク、ジェー．, ゾウ、リング, エンヴァー、アルパー．, ウェブ、オーサー",2004-05-04,2016-11-07,2018-02-28,2018-02-28,https://patents.google.com/patent/JP6286511B2/en,https://patentimages.storage.googleapis.com/JP6286511B2/0006286511.png
JP-6017597-B2,System and method for providing features in the friction display ,"イマージョン コーポレーションＩｍｍｅｒｓｉｏｎ Ｃｏｒｐｏｒａｔｉｏｎ, イマージョン  コーポレーションＩｍｍｅｒｓｉｏｎ  Ｃｏｒｐｏｒａｔｉｏｎ","ファン マニュエル クルス−エルナンデス、, ファン  マニュエル クルス−エルナンデス、, ダニー エイ． グラント、, ダニー  エイ． グラント、",2009-03-12,2015-02-03,2016-11-02,2016-11-02,https://patents.google.com/patent/JP6017597B2/en,https://patentimages.storage.googleapis.com/01/f1/bf/177101a2e3dd25/0006017597-2.png
JP-6367273-B2,Scanning depth engine ,"アップル インコーポレイテッド, アップル  インコーポレイテッド","アレキサンダー シャプント, アレキサンダー シャプント, ラヴィヴ エルリック, ラヴィヴ エルリック, ザフリル モア, ザフリル モア",2012-02-15,2016-08-03,2018-08-01,2018-08-01,https://patents.google.com/patent/JP6367273B2/en,https://patentimages.storage.googleapis.com/7f/54/d4/56d8460ef1d66e/0006367273-2.png
JP-6283399-B2,"The method of operating a user interface based medical system for planning the placement of stents, and devices for planning the placement of the stent ",ライトラボ・イメージング・インコーポレーテッド,"エム． シュミット，ジョセフ, エム． シュミット，ジョセフ, フリードマン，ジョエル，エム．, ペトロフ，クリストファー, エルバシオニー，アムル",2009-09-23,2016-08-08,2018-02-21,2018-02-21,https://patents.google.com/patent/JP6283399B2/en,https://patentimages.storage.googleapis.com/29/0f/24/0e3e9bee4acc42/0006283399-23.png
JP-6434076-B2,Apparatus for optical see-through type head-mounted display having a mutual shading and opacity control capabilities ,"マジック リープ， インコーポレイテッドＭａｇｉｃ Ｌｅａｐ，Ｉｎｃ．, マジック  リープ，  インコーポレイテッドＭａｇｉｃ  Ｌｅａｐ，Ｉｎｃ．","ガオ チュンユ, ガオ チュンユ, リン ユーシャン, リン ユーシャン, フア ホン, フア ホン",2012-04-05,2017-04-07,2018-12-05,2018-12-05,https://patents.google.com/patent/JP6434076B2/en,https://patentimages.storage.googleapis.com/JP6434076B2/0006434076.png
JP-6320451-B2,Display device ,"シーリアル テクノロジーズ ソシエテ アノニムＳｅｅｒｅａｌ Ｔｅｃｈｎｏｌｏｇｉｅｓ Ｓ．Ａ．, シーリアル  テクノロジーズ  ソシエテ  アノニムＳｅｅｒｅａｌ  Ｔｅｃｈｎｏｌｏｇｉｅｓ  Ｓ．Ａ．","ゲラルド フェッテラー，, ゲラルド フェッテラー，",2010-11-08,2016-05-09,2018-05-09,2018-05-09,https://patents.google.com/patent/JP6320451B2/en,https://patentimages.storage.googleapis.com/JP6320451B2/0006320451.png
US-3534396-A,Computer-aided graphical analysis ,Gen Motors Corp,"Donald E Hart, Edwin L Jacks",1965-10-27,1965-10-27,1970-10-13,1970-10-13,https://patents.google.com/patent/US3534396A/en,https://patentimages.storage.googleapis.com/20/c3/2f/dc14700c3cd32f/US3534396-drawings-page-1.png
US-3601589-A,Process and apparatus for producing colored chemical coatings ,Mobil Oil,William H Mccarty,1969-09-19,1969-09-19,1971-08-24,1971-08-24,https://patents.google.com/patent/US3601589A/en,https://patentimages.storage.googleapis.com/5e/4f/e6/b608984924cf7c/US3601589-drawings-page-2.png
US-3510576-A,Data sampler circuit for determining information run lengths ,Xerox Corp,James D Centanni,1966-10-03,1966-10-03,1970-05-05,1970-05-05,https://patents.google.com/patent/US3510576A/en,https://patentimages.storage.googleapis.com/a6/d4/51/e335b1c3b94290/US3510576-drawings-page-1.png
US-3391392-A,Method and apparatus for pattern data processing ,California Comp Products Inc,Harold W Doyle,1965-10-18,1965-10-18,1968-07-02,1968-07-02,https://patents.google.com/patent/US3391392A/en,https://patentimages.storage.googleapis.com/3b/5e/01/6378c25b944fdf/US3391392-drawings-page-1.png
US-3215773-A,Reduced bandwidth data transmission system ,Philco Corp,"John B Chatten, Charles F Teacher",1962-05-14,1962-05-14,1965-11-02,1965-11-02,https://patents.google.com/patent/US3215773A/en,https://patentimages.storage.googleapis.com/b7/16/0c/fb36f99777e7f4/US3215773-drawings-page-1.png
US-3648270-A,Graphic display system ,Bunker Ramo,"Robert Lee Metz, Carl Greenblum",1969-08-11,1969-08-11,1972-03-07,1972-03-07,https://patents.google.com/patent/US3648270A/en,https://patentimages.storage.googleapis.com/05/dd/0d/57f8df7201dfeb/US3648270-drawings-page-2.png
US-3529298-A,Graphical design of textiles ,Ibm,Janice Richmond Lourie,1967-08-23,1967-08-23,1970-09-15,1970-09-15,https://patents.google.com/patent/US3529298A/en,https://patentimages.storage.googleapis.com/4b/44/ac/c0f20665b6d7cf/US3529298-drawings-page-52.png
US-3639736-A,Display windowing by clipping ,Ivan E Sutherland,Ivan E Sutherland,1969-11-19,1969-11-19,1972-02-01,1972-02-01,https://patents.google.com/patent/US3639736A/en,https://patentimages.storage.googleapis.com/e3/f1/9f/af849b5a20e3c2/US3639736-drawings-page-2.png
US-3590151-A,Television surveillance system ,Jackson & Church Electronics C,Arlie L Keith,1966-12-30,1967-11-30,1971-06-29,1971-06-29,https://patents.google.com/patent/US3590151A/en,https://patentimages.storage.googleapis.com/3d/a8/1d/ec1a470cfe4c7f/US3590151-drawings-page-2.png
US-3483317-A,Selective encoding technique for band-width reduction in graphic communication systems ,Xerox Corp,Paul H De Groat,1966-06-10,1966-06-10,1969-12-09,1969-12-09,https://patents.google.com/patent/US3483317A/en,https://patentimages.storage.googleapis.com/6c/c3/9f/d231ec2e4bc125/US3483317-drawings-page-1.png
US-9619943-B2,Event augmentation with real-time information ,"Microsoft Technology Licensing, Llc","Kathryn Stone Perez, John A. Tardif",2011-05-20,2016-05-02,2017-04-11,2017-04-11,https://patents.google.com/patent/US9619943B2/en,https://patentimages.storage.googleapis.com/03/19/24/a21b1d95359ac6/US09619943-20170411-D00000.png
US-9766938-B2,Application interface on multiple processors ,Apple Inc.,"Aaftab Munshi, Jeremy Sandmel",2007-04-11,2016-01-27,2017-09-19,2017-09-19,https://patents.google.com/patent/US9766938B2/en,https://patentimages.storage.googleapis.com/e2/e8/25/0ea811d40b7713/US09766938-20170919-D00000.png
US-9953214-B2,Real time eye tracking for human computer interaction ,The Research Foundation for The State Universirty of New York,"Lijun Yin, Michael Reale",2011-07-14,2016-03-09,2018-04-24,2018-04-24,https://patents.google.com/patent/US9953214B2/en,https://patentimages.storage.googleapis.com/87/76/a4/0109f38303bc3c/US09953214-20180424-D00000.png
US-9631943-B2,Systems and systems for identifying landmarks ,Mobileye Vision Technologies Ltd.,"Amnon Shashua, Shai Shalev-Shwartz",2015-02-10,2016-09-22,2017-04-25,2017-04-25,https://patents.google.com/patent/US9631943B2/en,https://patentimages.storage.googleapis.com/78/28/b3/1abf4d9d452855/US09631943-20170425-D00000.png
US-9602938-B2,Sound library and method ,"Personics Holdings, Llc","Steven Goldstein, Marc Boillot, Gary Hoshizaki, John P Keady",2008-09-16,2016-02-01,2017-03-21,2017-03-21,https://patents.google.com/patent/US9602938B2/en,https://patentimages.storage.googleapis.com/81/f2/78/5c292601030187/US09602938-20170321-D00000.png
US-10191636-B2,Gesture mapping for image filter input parameters ,Apple Inc.,"David Hayward, Chendi Zhang, Alexandre Naaman, Richard R. Dellinger, Giridhar S Murthy",2011-01-11,2016-12-01,2019-01-29,2019-01-29,https://patents.google.com/patent/US10191636B2/en,https://patentimages.storage.googleapis.com/31/3b/79/0a2de991f747ab/US10191636-20190129-D00000.png
US-10137374-B2,Method for an augmented reality character to maintain and exhibit awareness of an observer ,Sony Interactive Entertainment America Llc,"Thomas Miller, George Weising",2010-03-30,2018-02-27,2018-11-27,2018-11-27,https://patents.google.com/patent/US10137374B2/en,https://patentimages.storage.googleapis.com/c5/ce/75/dba8f2655338f2/US10137374-20181127-D00000.png
US-9412011-B2,Warning a user about adverse behaviors of others within an environment based on a 3D captured image stream ,International Business Machines Corporation,"Jacob C. Albertson, Kenneth C. Arnold, Steven D. Goldman, Michael A. Paolini, Anthony J. Sessa",2007-01-12,2015-12-08,2016-08-09,2016-08-09,https://patents.google.com/patent/US9412011B2/en,https://patentimages.storage.googleapis.com/c1/6c/1c/24a3d6901d4a75/US09412011-20160809-D00000.png
US-9498146-B2,Electroanatomical mapping ,"Rhythmia Medical, Inc.","Doron Harlev, Brian Stewart",2011-01-13,2015-07-27,2016-11-22,2016-11-22,https://patents.google.com/patent/US9498146B2/en,https://patentimages.storage.googleapis.com/1b/cb/52/074d0bb5a1cb0d/US09498146-20161122-D00000.png
US-10101566-B2,Camera methods and apparatus using optical chain modules which alter the direction of received light ,Light Labs Inc.,Rajiv Laroia,2013-01-05,2017-06-27,2018-10-16,2018-10-16,https://patents.google.com/patent/US10101566B2/en,https://patentimages.storage.googleapis.com/26/2b/dc/5975c2f64eec34/US10101566-20181016-D00000.png
US-10229511-B2,Method for determining the pose of a camera and for recognizing an object of a real environment ,Apple Inc.,Peter Meier,2009-10-19,2015-12-21,2019-03-12,2019-03-12,https://patents.google.com/patent/US10229511B2/en,https://patentimages.storage.googleapis.com/4c/f3/99/c5c59f4d04cd10/US10229511-20190312-D00000.png
US-9704299-B2,Interactive three dimensional displays on handheld devices ,"Disney Enterprises, Inc.",Kenny Mitchell,2010-04-08,2015-10-21,2017-07-11,2017-07-11,https://patents.google.com/patent/US9704299B2/en,https://patentimages.storage.googleapis.com/a9/f1/cd/fd4a5567934f89/US09704299-20170711-D00000.png
US-9864921-B2,Systems and methods for encoding image files containing depth maps stored as metadata ,Fotonation Cayman Limited,"Kartik Venkataraman, Semyon Nisenzon, Dan Lelescu",2011-09-28,2015-03-24,2018-01-09,2018-01-09,https://patents.google.com/patent/US9864921B2/en,https://patentimages.storage.googleapis.com/39/b6/54/c5b6d1f802553b/US09864921-20180109-D00000.png
US-RE46737-E,Method and apparatus for an augmented reality user interface ,Nokia Technologies Oy,"Jouka Mikael Mattila, Hannu Olavi Nieminen",2009-06-25,2015-04-22,2018-02-27,2018-02-27,https://patents.google.com/patent/USRE46737E1/en,https://patentimages.storage.googleapis.com/9d/f7/2b/0e64a1277b222d/USRE046737-20180227-D00000.png
US-10089478-B1,Authentication method and system ,Copilot Ventures Fund Iii Llc,"Jay Fraser, Lawrence Weber",2002-09-04,2017-11-13,2018-10-02,2018-10-02,https://patents.google.com/patent/US10089478B1/en,https://patentimages.storage.googleapis.com/34/7f/36/bffc36914683e9/US10089478-20181002-D00000.png
US-9613496-B2,Trajectory-based 3-D games of chance for video gaming machines ,Igt,"William R. Brosnan, JR., Nicole M. Beaulieu, Jamal Benbrahim, Anthony R. Escalera, Alexey Kryuchkov, Steven G. LeMay, Jeff Mincey, Dwayne R. Nelson, Andy Rodgers, Greg A. Schlottmann",2002-06-27,2016-06-01,2017-04-04,2017-04-04,https://patents.google.com/patent/US9613496B2/en,https://patentimages.storage.googleapis.com/49/e9/84/508dbdfd483aaa/US09613496-20170404-D00000.png
US-9895230-B2,Deformable articulating templates ,"Zimmer, Inc.",Mohamed Rashwan Mahfouz,2009-02-25,2016-09-13,2018-02-20,2018-02-20,https://patents.google.com/patent/US9895230B2/en,https://patentimages.storage.googleapis.com/5d/ed/15/a9d63eaafabd5b/US09895230-20180220-D00001.png
US-9567078-B2,Systems and methods for target tracking ,"SZ DJI Technology Co., Ltd",Bo Zang,2014-07-30,2015-09-04,2017-02-14,2017-02-14,https://patents.google.com/patent/US9567078B2/en,https://patentimages.storage.googleapis.com/68/3f/ea/9a14866e2b6407/US09567078-20170214-D00000.png
US-9978159-B2,Method and apparatus for motion correction and image enhancement for optical coherence tomography ,Friedrich-Alexander-Universitaet Erlangen-Nuernberg,"Martin F. G. Kraus, Benjamin M. Potsaid, James G. Fujimoto, Markus Anton Mayer, Ruediger Bock, Joachim Hornegger",2010-04-29,2015-12-28,2018-05-22,2018-05-22,https://patents.google.com/patent/US9978159B2/en,https://patentimages.storage.googleapis.com/58/0d/b0/14a7aedebe4145/US09978159-20180522-D00000.png
US-9718296-B2,Authenticating identification and security documents and other objects ,Digimarc Corporation,Tony F. Rodriguez,2004-11-09,2015-07-21,2017-08-01,2017-08-01,https://patents.google.com/patent/US9718296B2/en,https://patentimages.storage.googleapis.com/3c/ae/c4/1b19293a5ebe34/US09718296-20170801-D00000.png
US-10210382-B2,Human body pose estimation ,"Microsoft Technology Licensing, Llc","Jamie Daniel Joseph Shotton, Andrew William Fitzgibbon",2009-05-01,2015-12-22,2019-02-19,2019-02-19,https://patents.google.com/patent/US10210382B2/en,https://patentimages.storage.googleapis.com/33/ca/00/1730dd9de9dc7d/US10210382-20190219-D00000.png
US-9460508-B2,Image handling and display in X-ray mammography and tomosynthesis ,"Hologic, Inc.","Nikolaos A. Gkanatsios, Loren Niklason, Ian Shaw, Christopher Ruth, Andrew P. Smith, Jay A. Stein",2002-11-27,2015-06-17,2016-10-04,2016-10-04,https://patents.google.com/patent/US9460508B2/en,https://patentimages.storage.googleapis.com/a2/9a/12/cf0c5da124729d/US09460508-20161004-D00000.png
US-9942303-B2,Method and system for efficient remote application provision ,Cloudon Ltd.,Shuki Binyamin,2006-05-25,2015-08-10,2018-04-10,2018-04-10,https://patents.google.com/patent/US9942303B2/en,https://patentimages.storage.googleapis.com/e5/ce/8a/204969a30db4e4/US09942303-20180410-D00000.png
US-10031351-B2,"Method and system to create custom, user-specific eyewear ","Bespoke, Inc.","Timothy A. Fonte, Eric J. Varady",2013-08-22,2017-06-07,2018-07-24,2018-07-24,https://patents.google.com/patent/US10031351B2/en,https://patentimages.storage.googleapis.com/27/0a/23/aff2675fa381ab/US10031351-20180724-D00000.png
US-9754369-B2,Computer apparatus for analyzing medical images for diffusion-weighted abnormalities or infarct and generating prescriptions ,Absist Llc,Kenneth L. Weiss,2004-03-11,2015-11-20,2017-09-05,2017-09-05,https://patents.google.com/patent/US9754369B2/en,https://patentimages.storage.googleapis.com/80/53/cb/84f483c53b650a/US09754369-20170905-D00000.png
US-10073859-B2,System and methods for creation and use of a mixed media environment ,"Ricoh Co., Ltd.","Jonathan J. Hull, Berna Erol, Jamey Graham, Peter E. Hart, Dar-Shyang Lee, Kurt Piersol",2004-10-01,2015-06-22,2018-09-11,2018-09-11,https://patents.google.com/patent/US10073859B2/en,https://patentimages.storage.googleapis.com/6e/20/d8/96891a39bb2470/US10073859-20180911-D00000.png
US-9784566-B2,Systems and methods for enhancing dimensioning ,Intermec Ip Corp.,Franck Laffargue,2013-03-13,2015-07-09,2017-10-10,2017-10-10,https://patents.google.com/patent/US9784566B2/en,https://patentimages.storage.googleapis.com/8d/42/f2/3a167f24f11c50/US09784566-20171010-D00000.png
US-9934612-B2,Methods and systems for determining the pose of a camera with respect to at least one object of a real environment ,Apple Inc.,"Peter Meier, Selim Ben Himane, Stefan Misslinger, Ben Blachnitzky",2009-02-13,2015-02-27,2018-04-03,2018-04-03,https://patents.google.com/patent/US9934612B2/en,https://patentimages.storage.googleapis.com/88/7c/7e/4f38749cc2d29a/US09934612-20180403-D00000.png
US-9911239-B2,Augmenting a live view ,"A9.Com, Inc.","Gurumurthy D. Ramkumar, William F. Stasior, Bryan E. Feldman, Arnab S. Dhua, Nalin Pradeep Senthamil",2011-05-27,2017-01-09,2018-03-06,2018-03-06,https://patents.google.com/patent/US9911239B2/en,https://patentimages.storage.googleapis.com/dc/df/b0/6c2c58fa8d1e24/US09911239-20180306-D00000.png
US-9786031-B2,Distortion of digital images using spatial offsets from image reference points ,Google Inc.,Nils Kokemohr,2001-10-24,2016-10-17,2017-10-10,2017-10-10,https://patents.google.com/patent/US9786031B2/en,https://patentimages.storage.googleapis.com/3b/42/1d/41f09a49ba043f/US09786031-20171010-D00000.png
US-9652663-B2,Using facial data for device authentication or subject identification ,"Microsoft Technology Licensing, Llc","James Kai Yu Lau, Ayman Kaheel, Motaz El-Saban, Mohamed Shawky, Monica Gonzalez, Ahmed El Baz, Tamer Deif, Alaa Abdel-Hakim Aly",2011-07-12,2015-07-02,2017-05-16,2017-05-16,https://patents.google.com/patent/US9652663B2/en,https://patentimages.storage.googleapis.com/dc/34/9f/27a6cf8f93aa02/US09652663-20170516-D00000.png
US-9077959-B1,"Signal adaptive filtering method, signal adaptive filter and computer readable medium for storing program therefor ","Samsung Electronics Co., Ltd.","Yung-Iyul Lee, Hyun-Wook Park",1997-07-16,2015-03-23,2015-07-07,2015-07-07,https://patents.google.com/patent/US9077959B1/en,https://patentimages.storage.googleapis.com/52/bf/e6/cfd082c343efdc/US09077959-20150707-D00000.png
US-9881216-B2,Object tracking and alerts ,"Sensormatic Electronics, LLC",Christopher J. Buehler,2005-09-02,2016-06-30,2018-01-30,2018-01-30,https://patents.google.com/patent/US9881216B2/en,https://patentimages.storage.googleapis.com/8f/6a/62/d35dff590bc7df/US09881216-20180130-D00000.png
US-9965968-B2,Computing device providing electronic book data with configurable problems and changeable parameters and related methods ,"University Of Central Florida Research Foundation, Inc.","Issa Batarseh, Ghaith Haddad, Rashad Oreifej, Rawad Al-Haddad",2007-02-21,2015-10-05,2018-05-08,2018-05-08,https://patents.google.com/patent/US9965968B2/en,https://patentimages.storage.googleapis.com/92/a8/52/d1a143b100f2f5/US09965968-20180508-D00000.png
US-9606363-B2,Head mounted device (HMD) system having interface with mobile computing device for rendering virtual reality content ,Sony Interactive Entertainment America Llc,Gary M. Zalewski,2014-05-30,2016-03-25,2017-03-28,2017-03-28,https://patents.google.com/patent/US9606363B2/en,https://patentimages.storage.googleapis.com/b3/fd/de/912f057ded012c/US09606363-20170328-D00000.png
US-9813481-B2,Mechanism for sharing of information associated with events ,Dov Koren,Dov Koren,2000-11-29,2016-12-27,2017-11-07,2017-11-07,https://patents.google.com/patent/US9813481B2/en,https://patentimages.storage.googleapis.com/75/00/b3/f38a8b4bdbd572/US09813481-20171107-D00000.png
US-9415777-B2,Multi-threshold reaction zone for autonomous vehicle navigation ,Mobileye Vision Technologies Ltd.,"Anna Clarke, Eyal Bagon",2013-12-04,2015-09-14,2016-08-16,2016-08-16,https://patents.google.com/patent/US9415777B2/en,https://patentimages.storage.googleapis.com/71/df/a7/2cee68685143da/US09415777-20160816-D00000.png
US-10068374-B2,Systems and methods for a plurality of users to interact with an augmented or virtual reality systems ,"Magic Leap, Inc.","Samuel A. Miller, Rony Abovitz",2013-03-11,2015-05-04,2018-09-04,2018-09-04,https://patents.google.com/patent/US10068374B2/en,https://patentimages.storage.googleapis.com/f1/c0/2c/c3b105e4db4d54/US10068374-20180904-D00000.png
US-9881231-B2,Using extracted image text ,Google Llc,"Adrian Ulges, Luc Vincent",2006-06-29,2016-12-01,2018-01-30,2018-01-30,https://patents.google.com/patent/US9881231B2/en,https://patentimages.storage.googleapis.com/56/49/90/10f5e433968cea/US09881231-20180130-D00000.png
US-9582235-B2,"Handset states and state diagrams: open, closed transitional and easel ",Z124,"Sanjiv Sirpal, Mohammed Selim, Ron Cassar, John S. Visosky",2011-09-27,2015-09-03,2017-02-28,2017-02-28,https://patents.google.com/patent/US9582235B2/en,https://patentimages.storage.googleapis.com/0b/90/83/c98190caff888e/US09582235-20170228-D00000.png
US-9444924-B2,Intuitive computing methods and systems ,Digimarc Corporation,"Tony F. Rodriguez, Geoffrey B. Rhoads",2009-10-28,2015-03-09,2016-09-13,2016-09-13,https://patents.google.com/patent/US9444924B2/en,https://patentimages.storage.googleapis.com/85/48/7d/4b047e81167eba/US09444924-20160913-D00000.png
US-9549782-B2,Preoperatively planning an arthroplasty procedure and generating a corresponding patient specific arthroplasty resection guide ,Howmedica Osteonics Corporation,"Ilwhan Park, Venkata Surya Sarva, Irene Min Choi",2007-12-18,2016-05-27,2017-01-24,2017-01-24,https://patents.google.com/patent/US9549782B2/en,https://patentimages.storage.googleapis.com/e4/5f/c4/82e636aabaa6a3/US09549782-20170124-D00000.png
US-9183749-B2,Rear vision system for a vehicle ,Magna Electronics Inc.,"Lee Karner, Kenneth Schofield, Niall R. Lynam",2002-08-21,2015-03-09,2015-11-10,2015-11-10,https://patents.google.com/patent/US9183749B2/en,https://patentimages.storage.googleapis.com/9d/09/db/2f859b768957c6/US09183749-20151110-D00000.png
US-10165986-B2,Receivers for analyzing and displaying sensor data ,"Dexcom, Inc.","Eric Johnson, Michael Robert Mensinger, Peter C. Simpson, Thomas Hall, Hari Hampapuram, Kostyantyn Snisarenko, Eli Reihman, Holly Chico, Kassandra Constantine",2010-02-12,2016-10-26,2019-01-01,2019-01-01,https://patents.google.com/patent/US10165986B2/en,https://patentimages.storage.googleapis.com/67/43/e0/d3969734a1eba6/US10165986-20190101-D00000.png
