id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-101532199-B1,Techniques for a display navigation system ,인텔 코포레이션,"브란 페렌, 슈완 에이 자스만, 코리 제이 부스, 제네비브 벨, 데이비드 비 앤더슨",2010-08-27,2011-08-26,2015-06-29,2015-06-29,https://patents.google.com/patent/KR101532199B1/en,https://patentimages.storage.googleapis.com/21/b5/e5/3aea36573d1113/112013026669995-pct00002.png
JP-5639544-B2,"Method using a computer system including a processor and a memory, to determine on the morphology of the product, one or more consumers of the relative preference from the group of consumers ","アフィノバ， インコーポレイテッド, アフィノバ，  インコーポレイテッド","ビー． アフェヤン ヌーバー, ビー．  アフェヤン ヌーバー, エム． マレク カマル, エム．  マレク カマル, ジェイ． バフトン ニゲル, ジェイ．  バフトン ニゲル, ジー． フィチチ セヴァン, ジー．  フィチチ セヴァン, エイ． オースティン ハワード, エイ．  オースティン ハワード",2000-11-10,2011-07-28,2014-12-10,2014-12-10,https://patents.google.com/patent/JP5639544B2/en,https://patentimages.storage.googleapis.com/64/22/18/bd1363d6f05738/0005639544-39.png
JP-6145101-B2,Thermostat comprising a ring-shaped control member ,"グーグル インコーポレイテッド, グーグル  インコーポレイテッド","ジョン・フィルソン, エリック・ビー・ダニエルズ",2011-10-21,2012-09-22,2017-06-07,2017-06-07,https://patents.google.com/patent/JP6145101B2/en,https://patentimages.storage.googleapis.com/JP6145101B2/0006145101.png
JP-5657712-B2,User profile match display in a mobile environment to a method and mobile environment system ,"クゥアルコム・インコーポレイテッドＱｕａｌｃｏｍｍ Ｉｎｃｏｒｐｏｒａｔｅｄ, クゥアルコム・インコーポレイテッドＱｕａｌｃｏｍｍ  Ｉｎｃｏｒｐｏｒａｔｅｄ","プージャ・アガーウォル, ディリップ・クリシュナスワミー, マーチン・エイチ．・レンシュラー, パトリック・エヌ．・ルンドクビスト, ロバート・エス．・ダリー",2007-11-14,2013-01-04,2015-01-21,2015-01-21,https://patents.google.com/patent/JP5657712B2/en,https://patentimages.storage.googleapis.com/8e/3f/0e/aa3ad1b556e45f/0005657712-25.png
JP-6314134-B2,User interface for robot training ,"リシンク ロボティクス インコーポレイテッド, リシンク  ロボティクス  インコーポレイテッド, エレイン ワイ． チェン，, エレイン  ワイ． チェン，, ロドニー ブルックス，, ロドニー ブルックス，, ブルース ブルンバーグ，, ブルース ブルンバーグ，, ノエル ダイ，, ノエル ダイ，, マイケル ケイン，, マイケル ケイン，, マイケル サスマン，, マイケル サスマン，, ナタン リンダー，, ナタン リンダー，, ポーラ ロング，, ポーラ ロング，, クリストファー ジェイ． ビューラー，, クリストファー  ジェイ． ビューラー，, マシュー エム． ウィリアムソン，, マシュー  エム． ウィリアムソン，, ジョセフ エム． ロマノ，, ジョセフ  エム． ロマノ，, ウィリアム エー． グッドウィン，, ウィリアム  エー． グッドウィン，","エレイン ワイ． チェン，, エレイン  ワイ． チェン，, ロドニー ブルックス，, ロドニー ブルックス，, ブルース ブルンバーグ，, ブルース ブルンバーグ，, ノエル ダイ，, ノエル ダイ，, マイケル ケイン，, マイケル ケイン，, マイケル サスマン，, マイケル サスマン，, ナタン リンダー，, ナタン リンダー，, ポーラ ロング，, ポーラ ロング，, クリストファー ジェイ． ビューラー，, クリストファー  ジェイ． ビューラー，, マシュー エム． ウィリアムソン，, マシュー  エム． ウィリアムソン，, ジョセフ エム． ロマノ，, ジョセフ  エム． ロマノ，, ウィリアム エー． グッドウィン，, ウィリアム  エー． グッドウィン，",2012-06-21,2013-06-21,2018-04-18,2018-04-18,https://patents.google.com/patent/JP6314134B2/en,https://patentimages.storage.googleapis.com/7f/a0/76/21badb9322191b/0006314134-2.png
JP-5607835-B2,System and method for small Cognitive synaptic computing circuit ,インターナショナル・ビジネス・マシーンズ・コーポレーションＩｎｔｅｒｎａｔｉｏｎａｌ  Ｂｕｓｉｎｅｓｓ  Ｍａｃｈｉｎｅｓ  Ｃｏｒｐｏｒａｔｉｏｎ,モドハ、ダーメンドラ、シャンティラル,2010-10-29,2011-08-03,2014-10-15,2014-10-15,https://patents.google.com/patent/JP5607835B2/en,https://patentimages.storage.googleapis.com/74/23/64/3db16f6be03ce3/0005607835-2.png
JP-5638031-B2,"Rating method, the search result classification method, the rating system and the search result classification system ","サーチ エンジン テクノロジーズ リミテッド ライアビリティ カンパニー, サーチ  エンジン  テクノロジーズ  リミテッド  ライアビリティ  カンパニー","ルー、ユンシャン, リオス、ゴードン、ピー．, タン、マイケル",2005-03-18,2012-06-14,2014-12-10,2014-12-10,https://patents.google.com/patent/JP5638031B2/en,https://patentimages.storage.googleapis.com/01/5f/71/ba000a6e6d61e1/0005638031-8.png
JP-5827380-B2,Non-standard location-based text input ,"グーグル インコーポレイテッド, グーグル  インコーポレイテッド",シュミート・バルージャ,2005-06-30,2014-06-30,2015-12-02,2015-12-02,https://patents.google.com/patent/JP5827380B2/en,https://patentimages.storage.googleapis.com/JP5827380B2/0005827380.png
US-3601811-A,Learning machine ,Matsushita Electric Ind Co Ltd,Hirokazu Yoshino,1967-12-18,1968-12-09,1971-08-24,1971-08-24,https://patents.google.com/patent/US3601811A/en,https://patentimages.storage.googleapis.com/96/02/80/5413155a2a1334/US3601811-drawings-page-2.png
US-3374466-A,Data processing system ,Ibm,"William P Hanf, Karl K Womack",1965-05-10,1965-05-10,1968-03-19,1968-03-19,https://patents.google.com/patent/US3374466A/en,https://patentimages.storage.googleapis.com/99/6c/2b/f199ec871ec5cc/US3374466-drawings-page-1.png
US-3548172-A,Adaptive control system for numerically controlled machine tool ,Bendix Corp,"Ronald M Centner, Jerome M Idelsohn",1964-08-24,1964-08-24,1970-12-15,1970-12-15,https://patents.google.com/patent/US3548172A/en,https://patentimages.storage.googleapis.com/47/c3/e0/24a1580ed9bdc3/US3548172-drawings-page-1.png
US-3440617-A,Signal responsive systems ,Andromeda Inc,Arnold Lesti,1967-03-31,1967-03-31,1969-04-22,1969-04-22,https://patents.google.com/patent/US3440617A/en,https://patentimages.storage.googleapis.com/d1/be/87/cdb8696956d437/US3440617-drawings-page-1.png
US-3287649-A,Audio signal pattern perception device ,Research Corp,Rosenblatt Frank,1963-09-09,1963-09-09,1966-11-22,1966-11-22,https://patents.google.com/patent/US3287649A/en,https://patentimages.storage.googleapis.com/e0/08/06/5b9632f97e5102/US3287649-drawings-page-1.png
US-9443199-B2,Interestingness recommendations in a computing advice facility ,Ebay Inc.,"Thomas Pinckney, Christopher Dixon, Matthew Ryan GATTIS",2007-11-02,2015-01-29,2016-09-13,2016-09-13,https://patents.google.com/patent/US9443199B2/en,https://patentimages.storage.googleapis.com/3d/cb/27/7cab5467f3b139/US09443199-20160913-D00000.png
US-9104186-B2,Stochastic apparatus and methods for implementing generalized learning rules ,Brain Corporation,"Oleg Sinyavskiy, Olivier J. M. D. Coenen",2012-06-04,2012-06-04,2015-08-11,2015-08-11,https://patents.google.com/patent/US9104186B2/en,https://patentimages.storage.googleapis.com/e0/b4/a4/c8bac74306a50c/US09104186-20150811-D00000.png
US-8645301-B2,Automated entity identification for efficient profiling in an event probability prediction system ,Fair Isaac Corporation,"Anthony Vaiciulis, Larry Peranich, Uwe Mayer, Scott M. Zoldi, Shane De Zilwa",2008-04-25,2012-12-10,2014-02-04,2014-02-04,https://patents.google.com/patent/US8645301B2/en,https://patentimages.storage.googleapis.com/e1/c2/bb/11c930ec7621a8/US08645301-20140204-D00000.png
US-9311596-B2,Methods for memory management in parallel networks ,Qualcomm Technologies Inc.,"Eugene M. Izhikevich, Botond Szatmary, Csaba Petre, Filip Piekniewski, Michael-David Nakayoshi Canoy, Robert Howard Kimball, Jan Krzys Wegrzyn",2011-09-21,2014-03-05,2016-04-12,2016-04-12,https://patents.google.com/patent/US9311596B2/en,https://patentimages.storage.googleapis.com/d6/d8/33/fe987be0911a8f/US09311596-20160412-D00000.png
US-9600571-B2,Interoperability mechanisms for internet of things integration platform ,"Neura, Inc.","Triinu Magi Shaashua, Ori Shaashua",2013-07-11,2013-08-01,2017-03-21,2017-03-21,https://patents.google.com/patent/US9600571B2/en,https://patentimages.storage.googleapis.com/d4/93/fb/44397061fecf5f/US09600571-20170321-D00000.png
US-8352388-B2,Knowledge discovery agent system and method ,Estes Timothy W,Timothy W. Estes,2002-05-22,2011-09-05,2013-01-08,2013-01-08,https://patents.google.com/patent/US8352388B2/en,https://patentimages.storage.googleapis.com/da/ae/c9/2952792617f843/US08352388-20130108-D00000.png
US-9303997-B2,Prediction engine ,Apple Inc.,"Christine B. McGavran, Bradford A. Moore, Gregory D. Bolsinga, Michael P. Dal Santo, Lukas Marti, Seejo K. Pylappan, Marcel van Os",2013-03-15,2013-11-15,2016-04-05,2016-04-05,https://patents.google.com/patent/US9303997B2/en,https://patentimages.storage.googleapis.com/4a/41/8f/a3314bcb0863a6/US09303997-20160405-D00000.png
US-9239951-B2,Ergonomic man-machine interface incorporating adaptive pattern recognition based control system ,"Blanding Hovenweep, Llc","Steven Mark Hoffberg, Linda Irene Hoffberg-Borghesani",1991-12-23,2011-10-24,2016-01-19,2016-01-19,https://patents.google.com/patent/US9239951B2/en,https://patentimages.storage.googleapis.com/f6/b2/91/231af4e63f67f9/US09239951-20160119-D00000.png
US-8788961-B1,Method and apparatus for motivating interactions between users in virtual worlds ,"Hyperlayers, Inc.","Steven Samuel Hoffman, Naomi Kokubo",2007-05-30,2013-07-16,2014-07-22,2014-07-22,https://patents.google.com/patent/US8788961B1/en,https://patentimages.storage.googleapis.com/dc/32/e0/8ca4dc3c74197b/US08788961-20140722-D00000.png
US-9165245-B2,Apparatus and method for partial evaluation of synaptic updates based on system events ,Qualcomm Technologies Inc.,"Eugene M. Izhikevich, Filip Piekniewski, Jayram Moorkanikara Nageswaran, Jeffrey Alexander Levin, Venkat Rangan, Erik Christopher MALONE",2011-09-21,2014-05-12,2015-10-20,2015-10-20,https://patents.google.com/patent/US9165245B2/en,https://patentimages.storage.googleapis.com/a3/ab/70/d8550cf0e97330/US09165245-20151020-D00000.png
US-8775351-B2,System and method for providing recommendations with a location-based service ,"Foursquare Labs, Inc.","Justin Moore, Noah Weiss, Benjamin N. Lee, Max E. Sklar, Blake Shaw",2011-03-04,2012-10-25,2014-07-08,2014-07-08,https://patents.google.com/patent/US8775351B2/en,https://patentimages.storage.googleapis.com/cb/2b/05/a8de5d3a13eb12/US08775351-20140708-D00000.png
US-9367808-B1,System and method for creating thematic listening experiences in a networked peer media recommendation environment ,"Napo Enterprises, Llc",Eugene Matthew Farrelly,2009-02-02,2012-05-10,2016-06-14,2016-06-14,https://patents.google.com/patent/US9367808B1/en,https://patentimages.storage.googleapis.com/9b/f5/df/c1b19b63b3523c/US09367808-20160614-D00000.png
US-8543694-B2,Scalable analytical processing of structured data ,"Logrhythm, Inc.","Chris Petersen, Phillip Villella, Brad Aisa",2010-11-24,2011-11-23,2013-09-24,2013-09-24,https://patents.google.com/patent/US8543694B2/en,https://patentimages.storage.googleapis.com/71/e5/5d/35b858be5248bd/US08543694-20130924-D00000.png
US-10135863-B2,Malicious software detection in a computing system ,Palantir Technologies Inc.,"Drew Dennison, Geoff Stowe, Adam Anderson",2014-11-06,2016-12-14,2018-11-20,2018-11-20,https://patents.google.com/patent/US10135863B2/en,https://patentimages.storage.googleapis.com/7d/bf/cd/e04ffb7e2adfd6/US10135863-20181120-D00000.png
US-9541909-B2,Learning device interaction rules ,Apple Inc.,"Stefan Olsson, Barrett M. Kreiner, Andre Jarboe, Kevin Kleinfelter, John B. Slemmer",2002-06-18,2015-11-16,2017-01-10,2017-01-10,https://patents.google.com/patent/US9541909B2/en,https://patentimages.storage.googleapis.com/09/d1/98/b53631f794bead/US09541909-20170110-D00000.png
US-8756185-B2,Generating a document representation using semantic networks ,"Tagged, Inc.","Karl DAWSON, Jaromir DZIALO, Agata NIEWIADOMSKA, Piotr METEL, Marek GROCHOWSKI",2009-03-06,2012-12-14,2014-06-17,2014-06-17,https://patents.google.com/patent/US8756185B2/en,https://patentimages.storage.googleapis.com/3e/f9/e5/05509124b1ac13/US08756185-20140617-D00000.png
US-8977582-B2,Spiking neuron network sensory processing apparatus and methods ,Brain Corporation,Micah Richert,2012-07-12,2012-07-12,2015-03-10,2015-03-10,https://patents.google.com/patent/US8977582B2/en,https://patentimages.storage.googleapis.com/4c/ce/22/05a54be11199a3/US08977582-20150310-D00000.png
US-9826057-B2,Providing digital content based on expected user behavior ,Google Inc.,"Sumit Agarwal, Dipchand Nishar, Andrew E. Rubin",2008-11-25,2013-05-30,2017-11-21,2017-11-21,https://patents.google.com/patent/US9826057B2/en,https://patentimages.storage.googleapis.com/e2/69/13/3f2fb0306a207d/US09826057-20171121-D00000.png
US-9424533-B1,Method and system for predicting an outcome of an event ,"Z Advanced Computing, Inc.",Lotfi A. Zadeh,2011-09-24,2016-01-02,2016-08-23,2016-08-23,https://patents.google.com/patent/US9424533B1/en,https://patentimages.storage.googleapis.com/6a/df/76/f9325357808561/US09424533-20160823-D00000.png
US-8386408-B2,Editing and compiling business rules ,Ab Initio Technology Llc,"Joel Gould, Joseph Skeffington Wholey, III, Timothy Perkins",2007-04-10,2011-11-14,2013-02-26,2013-02-26,https://patents.google.com/patent/US8386408B2/en,https://patentimages.storage.googleapis.com/25/a0/e5/90de0a4564457a/US08386408-20130226-D00000.png
US-8682822-B2,Electronic learning synapse with spike-timing dependent plasticity using memory-switching elements ,International Business Machines Corporation,"Dharmendra S. Modha, Rohit S. Shenoy",2009-05-21,2012-06-19,2014-03-25,2014-03-25,https://patents.google.com/patent/US8682822B2/en,https://patentimages.storage.googleapis.com/67/d9/92/68610c8b1742fc/US08682822-20140325-D00000.png
US-9864833-B2,"Methods, systems, and software for identifying functional bio-molecules ","Codexis Mayflower Holdings, Llc",Richard John Fox,2002-03-01,2014-04-18,2018-01-09,2018-01-09,https://patents.google.com/patent/US9864833B2/en,https://patentimages.storage.googleapis.com/b1/04/3b/1a73f80f1487b2/US09864833-20180109-D00001.png
US-9146546-B2,Systems and apparatus for implementing task-specific learning using spiking neurons ,Brain Corporation,"Oleg Sinyavskiy, Olivier Coenen",2012-06-04,2012-06-04,2015-09-29,2015-09-29,https://patents.google.com/patent/US9146546B2/en,https://patentimages.storage.googleapis.com/91/9e/a7/e8ad4d97b57a1d/US09146546-20150929-D00000.png
US-9177049-B2,System and method for interactive visual representation of information content using assertions ,Uncharted Software Inc.,"William Wright, David Schroh, Pascale Proulx, Alex Skaburskis, Brian Cort",2004-11-30,2012-09-24,2015-11-03,2015-11-03,https://patents.google.com/patent/US9177049B2/en,https://patentimages.storage.googleapis.com/7f/2d/d0/3af01298c228ac/US09177049-20151103-D00000.png
US-9098811-B2,Spiking neuron network apparatus and methods ,Brain Corporation,"Csaba Petre, Botond Szatmary",2012-06-04,2012-06-04,2015-08-04,2015-08-04,https://patents.google.com/patent/US9098811B2/en,https://patentimages.storage.googleapis.com/47/c9/d1/cb063b61d9864a/US09098811-20150804-D00000.png
US-9659157-B2,Systems and methods for watermarking software and other media ,Intertrust Technologies Corporation,"William G. Horne, Umesh Maheshwari, Robert E. Tarjan, James J. Horning, W. Olin Sibert, Lesley R. Matheson, Andrew K. Wright, Susan S. Owicki",1999-07-29,2016-05-02,2017-05-23,2017-05-23,https://patents.google.com/patent/US9659157B2/en,https://patentimages.storage.googleapis.com/4e/53/84/97f4f548c7552c/US09659157-20170523-D00000.png
US-8930268-B2,Online fraud prevention using genetic algorithm solution ,Ebay Inc.,Palash Nandy,2006-11-07,2012-11-20,2015-01-06,2015-01-06,https://patents.google.com/patent/US8930268B2/en,https://patentimages.storage.googleapis.com/f3/30/3a/a9a3b108ee49a4/US08930268-20150106-D00000.png
US-10210452-B2,High level neuromorphic network description apparatus and methods ,Qualcomm Incorporated,"Botond Szatmary, Eugene M. Izhikevich, Csaba Petre, Jayram Moorkanikara Nageswaran, Filip Piekniewski",2011-09-21,2012-03-15,2019-02-19,2019-02-19,https://patents.google.com/patent/US10210452B2/en,https://patentimages.storage.googleapis.com/da/f9/35/0c06069b8f1afe/US10210452-20190219-D00000.png
US-9900171-B2,"Methods to discover, configure, and leverage relationships in internet of things (IoT) networks ",Qualcomm Incorporated,"Isaac David Guedalia, Jacob Guedalia, Ravinder Paul Chandhok, Sarah GLICKFIELD",2013-02-25,2014-02-21,2018-02-20,2018-02-20,https://patents.google.com/patent/US9900171B2/en,https://patentimages.storage.googleapis.com/18/0a/55/06b4119a67d595/US09900171-20180220-D00000.png
US-9043130-B2,Object sensing (pedestrian avoidance/accident avoidance) ,"Flextronics Ap, Llc",Christopher P. Ricci,2011-11-16,2012-11-16,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043130B2/en,https://patentimages.storage.googleapis.com/09/d4/2b/3812365194a467/US09043130-20150526-D00000.png
US-9189879-B2,Emotive engine and method for generating a simulated emotion for an information system ,"Ford Global Technologies, Llc","Dimitar Petrov Filev, Oleg Yurievitch Gusikhin, Fazal Urrahman Syed, Erica Klampfl, Thomas J. Giuli, Yifan Chen",2007-04-26,2014-06-30,2015-11-17,2015-11-17,https://patents.google.com/patent/US9189879B2/en,https://patentimages.storage.googleapis.com/95/3c/9d/5ccfe146dced8e/US09189879-20151117-D00000.png
US-8712941-B2,Elementary network description for efficient link between neuronal models and neuromorphic systems ,Brain Corporation,"Eugene M. Izhikevich, Csaba Petre, Filip Piekniewski, Botond Szatmary",2011-09-21,2011-09-21,2014-04-29,2014-04-29,https://patents.google.com/patent/US8712941B2/en,https://patentimages.storage.googleapis.com/7c/a8/f7/6a121d0f684ccb/US08712941-20140429-D00000.png
US-9535563-B2,Internet appliance system and method ,"Blanding Hovenweep, Llc","Steven M. Hoffberg, Linda I. Hoffberg-Borghesani",1999-02-01,2013-11-12,2017-01-03,2017-01-03,https://patents.google.com/patent/US9535563B2/en,https://patentimages.storage.googleapis.com/51/ca/06/24ffe19bc2401d/US09535563-20170103-D00000.png
US-10171659-B2,Customer portal of an intelligent automated agent for a contact center ,"Genesys Telecommunications Laboratories, Inc.","Akbar Riahi, Herbert Willi Artur Ristock",2013-03-15,2015-03-12,2019-01-01,2019-01-01,https://patents.google.com/patent/US10171659B2/en,https://patentimages.storage.googleapis.com/1b/e7/72/13f914015a624c/US10171659-20190101-D00000.png
US-9760570-B2,Finding and disambiguating references to entities on web pages ,Google Inc.,"Leonardo A. Laroco, JR., Nikola Jevtic, Nikolai V. Yakovenko, Jeffrey Reynar",2006-10-20,2014-06-09,2017-09-12,2017-09-12,https://patents.google.com/patent/US9760570B2/en,https://patentimages.storage.googleapis.com/5c/ce/66/ef3db309a06577/US09760570-20170912-D00000.png
US-9159024-B2,Real-time predictive intelligence platform ,"Wal-Mart Stores, Inc.","Alok Bhanot, Jayashree S. Kolhatkar, Mark Paul Palaima, Vijay Raghavendra, Yitao Yao",2011-12-07,2012-12-07,2015-10-13,2015-10-13,https://patents.google.com/patent/US9159024B2/en,https://patentimages.storage.googleapis.com/6f/1a/2e/493f9525d85bda/US09159024-20151013-D00000.png
US-10126936-B2,Typing assistance for editing ,"Microsoft Technology Licensing, Llc","Eric Norman Badger, Drew Elliott Linerud, Itai Almog, Timothy S. Paek, Parthasarathy Sundararajan, Kenneth R. Walters, Andrew Douglas Peterson, Shawna Julie Davis, Tirthankar Sengupta",2010-02-12,2015-10-19,2018-11-13,2018-11-13,https://patents.google.com/patent/US10126936B2/en,https://patentimages.storage.googleapis.com/29/9e/c1/a55f0c17e45bc8/US10126936-20181113-D00000.png
US-9703861-B2,System and method for providing answers to questions ,International Business Machines Corporation,"Eric W. Brown, David Ferrucci, Adam Lally, Wlodek W. Zadrozny",2008-05-14,2014-05-21,2017-07-11,2017-07-11,https://patents.google.com/patent/US9703861B2/en,https://patentimages.storage.googleapis.com/79/be/69/960671eaf9cf79/US09703861-20170711-D00000.png
US-8457871-B2,Real-time traffic condition measurement and presentation of sponsored content ,Edward H. Nortrup,Edward H. Nortrup,2004-02-05,2011-07-22,2013-06-04,2013-06-04,https://patents.google.com/patent/US8457871B2/en,https://patentimages.storage.googleapis.com/ce/30/d4/6ee59b740bac97/US08457871-20130604-D00000.png
US-9542372-B2,"System, method and computer program product for performing one or more actions utilizing a uniform resource locator ","Salesforce.Com, Inc.","Alex Warshavsky, Aaron Fiske, Bulent Cinarkaya, Ryan Guest",2010-03-08,2015-02-19,2017-01-10,2017-01-10,https://patents.google.com/patent/US9542372B2/en,https://patentimages.storage.googleapis.com/34/69/d6/ee279c5c918fe0/US09542372-20170110-D00000.png
US-9037530-B2,Wearable electromyography-based human-computer interface ,"Microsoft Technology Licensing, Llc","Desney Tan, T. Scott Saponas, Dan Morris, Jim Turner",2008-06-26,2012-03-29,2015-05-19,2015-05-19,https://patents.google.com/patent/US9037530B2/en,https://patentimages.storage.googleapis.com/18/d1/ce/cb5856bf9201ab/US09037530-20150519-D00000.png
US-9460400-B2,Expert system for determining patient treatment response ,Digital Medical Experts Inc.,"Hubert De Bruin, Gary Hasey, Ahmad Khodayari-Rostamabad, Duncan Maccrimmon, James Reilly",2008-02-20,2014-02-17,2016-10-04,2016-10-04,https://patents.google.com/patent/US9460400B2/en,https://patentimages.storage.googleapis.com/69/02/ee/bb0548fc5d21b3/US09460400-20161004-D00000.png
US-9129221-B2,Spiking neural network feedback apparatus and methods ,Brain Corporation,"Filip Piekniewski, Eugene Izhikevich, Botond Szatmary, Csaba Petre",2012-05-07,2012-05-07,2015-09-08,2015-09-08,https://patents.google.com/patent/US9129221B2/en,https://patentimages.storage.googleapis.com/c2/b8/93/7c5f8df10de0e0/US09129221-20150908-D00000.png
EP-2882151-B1,Physical path determination for virtual network packet flows ,"Juniper Networks, Inc.","Harshad Bhaskar Nakil, Ankur Singla, Pedro R. Marques, Hampapur Ajay, Ashish Ranjan",2012-06-06,2013-06-05,2017-02-15,2017-02-15,https://patents.google.com/patent/EP2882151B1/en,https://patentimages.storage.googleapis.com/0d/52/8b/db30d190d64330/imgf0001.png
US-8909648-B2,Methods and systems of supervised learning of semantic relatedness ,Technion Research & Development Foundation Limited,"Ran EL-YANIV, David Yanay",2012-01-18,2012-01-18,2014-12-09,2014-12-09,https://patents.google.com/patent/US8909648B2/en,https://patentimages.storage.googleapis.com/bf/5d/37/a2ebc21b3a5b2a/US08909648-20141209-D00000.png
US-8694455-B2,Automated risk transfer system ,"Asset Reliance, Inc.",Jeffrey Scott Eder,2000-10-17,2012-07-12,2014-04-08,2014-04-08,https://patents.google.com/patent/US8694455B2/en,https://patentimages.storage.googleapis.com/71/80/b7/b3f1b963d0f3b1/US08694455-20140408-D00000.png
US-9098813-B1,Methods and systems for conducting a personalized web browser search by probability estimation that is unseen document is of interest to the user ,Personalized User Model,"Yochai Konig, Roy Twersky, Michael R Berthold",1999-12-28,2014-02-12,2015-08-04,2015-08-04,https://patents.google.com/patent/US9098813B1/en,https://patentimages.storage.googleapis.com/1e/3a/86/d777ae50558d62/US09098813-20150804-D00000.png
