id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-6266673-B2,A number of platform support system and method ,"ハンド ヘルド プロダクツ インコーポレーティッド, ハンド  ヘルド  プロダクツ  インコーポレーティッド","フユ・チュ, ユンジン・ポール・ワン",2010-12-07,2016-03-02,2018-01-24,2018-01-24,https://patents.google.com/patent/JP6266673B2/en,https://patentimages.storage.googleapis.com/fa/eb/96/a06bbc2ae915e1/0006266673-2.png
JP-6411565-B2,Video signal processing method and apparatus ,"エルジー エレクトロニクス インコーポレイティド, エルジー  エレクトロニクス  インコーポレイティド, コリア アドバンスト インスティチュート オブ サイエンス アンド テクノロジー, コリア  アドバンスト  インスティチュート  オブ  サイエンス  アンド  テクノロジー","ムン ジョン，ビョン, ムン ジョン，ビョン, ウク パーク，スン, ウク パーク，スン, ヨン パーク，ジュン, ヨン パーク，ジュン, ウォン サン，ジェ, ウォン サン，ジェ, ウク パーク，ヒュン, ウク パーク，ヒュン, ホン リ，ジェ, ホン リ，ジェ, ヨン リ，ジン, ヨン リ，ジン, サン ジュン，ドン, サン ジュン，ドン, ピャオ，インジ",2007-10-16,2017-03-06,2018-10-24,2018-10-24,https://patents.google.com/patent/JP6411565B2/en,https://patentimages.storage.googleapis.com/JP6411565B2/0006411565.png
JP-6470713-B2,"Method of providing search results based on the image, the system, and a computer readable storage device ","グーグル エルエルシー, グーグル  エルエルシー","ペトロウ，ダビッド, ラビノヴィッチ，アンドリュー, アダム，ハートウィグ",2009-08-07,2016-08-03,2019-02-13,2019-02-13,https://patents.google.com/patent/JP6470713B2/en,https://patentimages.storage.googleapis.com/c1/b4/27/19163cc420dee4/0006470713-2.png
JP-6141921-B2,The method and system of the document reconstruction ,"アップル インコーポレイテッド, アップル  インコーポレイテッド","フィリップ， アンドリュー マンスフィールド，, フィリップ，  アンドリュー マンスフィールド，, マイケル， ロバート レビー，, マイケル，  ロバート レビー，, デレク， ビー． クレッグ，, デレク，  ビー． クレッグ，",2009-01-02,2015-08-03,2017-06-07,2017-06-07,https://patents.google.com/patent/JP6141921B2/en,https://patentimages.storage.googleapis.com/JP6141921B2/0006141921.png
JP-6463426-B2,Locked camera access ,"マイクロソフト テクノロジー ライセンシング，エルエルシー, マイクロソフト  テクノロジー  ライセンシング，エルエルシー","バンディオパドヤイ，シャミク, バーネット，ドナルド・エイ, カプーア，ヴィクラム, ロー，ベロニカ・ワイ, レムソン，キャスリン・シー, セングプタ，ティルサンカー, ティアマグンドル，ディビャ, ビラル，アフマド",2010-07-09,2017-08-15,2019-02-06,2019-02-06,https://patents.google.com/patent/JP6463426B2/en,https://patentimages.storage.googleapis.com/JP6463426B2/0006463426.png
JP-6134875-B1,An authentication system that was incorporated in an electronic device ,"アップル インコーポレイテッド, アップル  インコーポレイテッド","ファデル・アンソニー, ホッジ・アンドリュー, シェル・スティーブン, カバレロ・ルーベン, リー ドログスカー・ジェシー, リー ドログスカー・ジェシー, ザデスキー・スティーブン, サンフォード・エメリー",2007-09-24,2017-01-27,2017-05-24,2017-05-24,https://patents.google.com/patent/JP6134875B1/en,https://patentimages.storage.googleapis.com/JP6134875B1/0006134875.png
JP-6204524-B2,POS (point of sale) inducible system and method ,"アクセス ビジネス グループ インターナショナル リミテッド ライアビリティ カンパニー, アクセス  ビジネス  グループ  インターナショナル  リミテッド  ライアビリティ  カンパニー","ダブリュ．バールマン デイビッド, ダブリュ．バールマン デイビッド, エー．モレマ スコット, エー．モレマ スコット, ティー．ストナー，ジュニア ウィリアム, ティー．ストナー，ジュニア ウィリアム",2010-04-08,2016-04-04,2017-09-27,2017-09-27,https://patents.google.com/patent/JP6204524B2/en,https://patentimages.storage.googleapis.com/6f/48/27/10aa6b62204192/0006204524-8.png
JP-6298522-B2,Application for viewing the image ,"アップル インコーポレイテッド, アップル  インコーポレイテッド","ランディ ウビロス，, ランディ ウビロス，, ティモシー ディー． シェーナ，, ティモシー  ディー． シェーナ，, チェン サン，, チェン サン，, サミュエル エム． ロバーツ，, サミュエル  エム． ロバーツ，, クリストファー アール． カニンガム，, クリストファー  アール． カニンガム，",2012-03-06,2016-12-15,2018-03-20,2018-03-20,https://patents.google.com/patent/JP6298522B2/en,https://patentimages.storage.googleapis.com/89/22/7b/180f09a9374f40/0006298522-2.png
AU-2017279633-B2,Method and system for patient-specific modeling of blood flow ,"Heartflow, Inc.",Charles A. Taylor,2010-08-12,2017-12-20,2018-07-05,2018-07-05,https://patents.google.com/patent/AU2017279633B2/en,
JP-6360866-B2,"Equipment for operating a user interface based on the fingerprint sensor inputs, methods, and graphical user interface ","アップル インコーポレイテッド, アップル  インコーポレイテッド","ベンジャミン ジェイ． ポープ，, ベンジャミン  ジェイ． ポープ，, ダニエル ダブリュ． ジャーヴィス，, ダニエル  ダブリュ． ジャーヴィス，, ニコラス ジー． メルツ，, ニコラス  ジー． メルツ，, スコット エー． マイヤーズ，, スコット  エー． マイヤーズ，, マイケル エー． クレテラ，, マイケル  エー． クレテラ，, マイケル エング，, マイケル エング，, ジェームス エイチ． フォスター，, ジェームス  エイチ． フォスター，, テリー エル． ジウトン，, テリー  エル． ジウトン，, マイラ ハガティ，, マイラ ハガティ，, バイロン ビー． ハン，, バイロン  ビー． ハン，, エム． エヴァンス ハンキー，, エム．  エヴァンス ハンキー，, スティーブン ピー． ホテリング，, スティーブン  ピー． ホテリング，, ブライアン アール． ランド，, ブライアン  アール． ランド，, ステファン ブライアン リンチ，, ステファン  ブライアン リンチ，, ポール ミード，, ポール ミード，, ムシュタク エー． サルワール，, ムシュタク  エー． サルワール，, ピー． ターナス，ジョン, ピー． ターナス，ジョン, ポール エム． トンプソン，, ポール  エム． トンプソン，, オス， マルセル ファン, オス，  マルセル ファン, ジョン エー． ライト，, ジョン  エー． ライト，",2012-05-18,2016-10-07,2018-07-18,2018-07-18,https://patents.google.com/patent/JP6360866B2/en,https://patentimages.storage.googleapis.com/a0/48/f2/99daca8701436c/0006360866-2.png
JP-6360601-B2,Communication platform based on the headset ,"ファウンデーション プロダクションズ エルエルシー, ファウンデーション  プロダクションズ  エルエルシー","ユージン フィッシャー、ロナルド, ユージン フィッシャー、ロナルド, ジョナサン デイヴィス、ブライアン, ジョナサン デイヴィス、ブライアン, ブライアン ブシャード、ブラッドリー, ブライアン ブシャード、ブラッドリー, ジョセフ メイヤー、マーク, ジョセフ メイヤー、マーク, フィッシャー、ジェームズ, パティル、ニチン, ラーマン、モハンマド, ヤング、ベン, ジョンソン、ダニエル",2009-02-27,2017-07-07,2018-07-18,2018-07-18,https://patents.google.com/patent/JP6360601B2/en,https://patentimages.storage.googleapis.com/27/5b/1e/461e4f20f3b176/0006360601-2.png
AU-2017254801-B2,Virtual and augmented reality systems and methods ,"Magic Leap, Inc.",Brian Schowengerdt,2013-11-27,2017-10-30,2018-11-15,2018-11-15,https://patents.google.com/patent/AU2017254801B2/en,
JP-6357212-B2,Optical imaging apparatus and method for associating a medication package with the patient ,メトロロジック・インストルメンツ・インコーポレーテッド,デュアン・エリス,2011-01-31,2016-11-16,2018-07-11,2018-07-11,https://patents.google.com/patent/JP6357212B2/en,https://patentimages.storage.googleapis.com/c1/f2/9e/7c169afedee3c0/0006357212-2.png
AU-2016201310-C1,"Device, method, and graphical user interface for manipulating user interfaces based on unlock inputs ",Apple Inc.,"Imran Chaudhri, Gregory Christie, Patrick L. Coffman, Jonathan R. Dascola, Craig M. Federighi, Matthew H. Gamble, Byron B. Han, Brittany D. Hughes, Brendan J. LANGOULANT, Craig A. Marciniak, Donald W. Pitschel, Daniel O. Schimpf, Matthew E. Shepherd, Andrew R. WHALLEY, Christopher R. Whitney, Lawrence Yang",2013-09-09,2016-02-29,2018-11-29,2018-11-29,https://patents.google.com/patent/AU2016201310C1/en,
JP-6250014-B2,System and method for mobile image capture and processing ,"コファックス， インコーポレイテッド, コファックス，  インコーポレイテッド","マッチオーラ，アンソニー, アントラップ，ジャン・ウィラーズ, シュストロヴィッチ，アレクサンダー, スラッシャー，クリストファー・ダブリュ",2012-01-12,2015-11-25,2017-12-20,2017-12-20,https://patents.google.com/patent/JP6250014B2/en,https://patentimages.storage.googleapis.com/JP6250014B2/0006250014.png
AU-2017218933-B2,Capacitive sensor packaging ,Apple Inc.,"Shawn Arnold, Barry J. Corlett, Terry L. Gilton, Matthew D. Hill, Syed Husaini, Benjamin B. Lyon, Scott A. Meyers, Benjamin J. Pope, Steven Webster",2012-05-18,2017-08-21,2018-08-23,2018-08-23,https://patents.google.com/patent/AU2017218933B2/en,
JP-6450906-B2,Transparent film ,グリッドマーク株式会社,"吉田　健治, 健治 吉田",2002-09-26,2016-04-13,2019-01-16,2019-01-16,https://patents.google.com/patent/JP6450906B2/en,https://patentimages.storage.googleapis.com/4b/51/de/0c2e6f360bdb93/0006450906-2.png
US-3473027-A,Process for recording and retrieving information employing photoluminescent inks which luminesce under ultraviolet illumination ,American Cyanamid Co,"Mark Phillips Freeman, Frederick Halverson",1965-03-08,1966-10-14,1969-10-14,1969-10-14,https://patents.google.com/patent/US3473027A/en,https://patentimages.storage.googleapis.com/24/62/d9/e72df716fddb16/US3473027-drawings-page-1.png
US-3457482-A,Magnetic positioning device ,Bruce A Sawyer,Bruce A Sawyer,1967-10-30,1967-10-30,1969-07-22,1969-07-22,https://patents.google.com/patent/US3457482A/en,https://patentimages.storage.googleapis.com/2c/3a/cb/ad5a53875fd718/US3457482-drawings-page-1.png
US-3544769-A,Electronic identification and credit card system ,Digital Identification Systems,Robert A Hedin,1967-04-05,1967-04-05,1970-12-01,1970-12-01,https://patents.google.com/patent/US3544769A/en,https://patentimages.storage.googleapis.com/84/cb/9f/e025ca79388fb8/US3544769-drawings-page-2.png
US-3648242-A,Card validating apparatus and method ,Strategic Metals Research Inc,Gregory Grosbard,1968-10-23,1968-10-23,1972-03-07,1972-03-07,https://patents.google.com/patent/US3648242A/en,https://patentimages.storage.googleapis.com/28/f5/1f/3b0bd5ef0ebbc9/US3648242-drawings-page-2.png
US-3474457-A,Laser recording apparatus ,Precision Instr Co,Carl H Becker,1967-11-13,1967-11-13,1969-10-21,1969-10-21,https://patents.google.com/patent/US3474457A/en,https://patentimages.storage.googleapis.com/60/20/39/c17846be949b46/US3474457-drawings-page-1.png
US-3595388-A,"Random access store for cards, file folders, and the like ",Supreme Equip & Syst,John Castaldi,1969-11-25,1969-11-25,1971-07-27,1971-07-27,https://patents.google.com/patent/US3595388A/en,https://patentimages.storage.googleapis.com/08/83/17/8adb18e9664962/US3595388-drawings-page-2.png
US-3636317-A,Machine readable code track ,Charecogn Systems Inc,Bradford M Torrey,1969-04-28,1969-04-28,1972-01-18,1972-01-18,https://patents.google.com/patent/US3636317A/en,https://patentimages.storage.googleapis.com/e7/64/3d/83faf46d1a3bba/US3636317-drawings-page-2.png
US-3409760-A,Machine readable merchandise tag ,Monarch Marking Systems Inc,Paul H Hamisch,1966-12-14,1966-12-14,1968-11-05,1968-11-05,https://patents.google.com/patent/US3409760A/en,https://patentimages.storage.googleapis.com/09/6b/a7/4524a0cdeb9101/US3409760-drawings-page-1.png
US-3438489-A,Automatic sorting system for articles such as mailbags ,Mixte Pour L Etude Et Le Dev D,"Michel J Cambornac, Jean J Chazot, Lucien P Puechberty",1967-05-19,1967-06-12,1969-04-15,1969-04-15,https://patents.google.com/patent/US3438489A/en,https://patentimages.storage.googleapis.com/a2/ba/ad/64f033d34923d1/US3438489-drawings-page-1.png
US-3482498-A,Ridge pattern recording apparatus ,Trw Inc,Leonard Becker,1967-05-09,1967-05-09,1969-12-09,1969-12-09,https://patents.google.com/patent/US3482498A/en,https://patentimages.storage.googleapis.com/e1/63/24/93e145d9fc06b3/US3482498-drawings-page-1.png
US-3610159-A,Automatic baggage-handling system ,Bendix Corp,William E Fickenscher,1968-06-06,1968-06-06,1971-10-05,1971-10-05,https://patents.google.com/patent/US3610159A/en,https://patentimages.storage.googleapis.com/57/0f/2a/22065a2bf12f83/US3610159-drawings-page-2.png
US-3513320-A,Article identification system detecting plurality of colors disposed on article ,Markstems Inc,Roger J Weldon,1966-10-31,1966-10-31,1970-05-19,1970-05-19,https://patents.google.com/patent/US3513320A/en,https://patentimages.storage.googleapis.com/1e/70/c0/9f0cf84acd1b7a/US3513320-drawings-page-1.png
US-3552853-A,Hologramic identification system ,Chain Lakes Res Assoc,"Harold A Sanders, Grover W Trytten",1968-07-01,1968-07-01,1971-01-05,1971-01-05,https://patents.google.com/patent/US3552853A/en,https://patentimages.storage.googleapis.com/f9/75/50/1b76a17e035030/US3552853-drawings-page-1.png
US-3541248-A,Document abstractor with hand-held optical scanner with constant resolution scanning ,Xerox Corp,James E Young,1967-09-29,1967-09-29,1970-11-17,1970-11-17,https://patents.google.com/patent/US3541248A/en,https://patentimages.storage.googleapis.com/64/68/ec/97dc93f6d6d3bf/US3541248-drawings-page-1.png
US-3396401-A,Apparatus and method for the marking of intelligence on a record medium ,Kenneth K. Nonomura,Kenneth K Nonomura,1966-10-20,1966-10-20,1968-08-06,1968-08-06,https://patents.google.com/patent/US3396401A/en,https://patentimages.storage.googleapis.com/e2/ea/1a/db187a970542cb/US3396401-drawings-page-1.png
US-3412493-A,Tamper-proof record structure ,Ibm,Walter K French,1966-05-02,1966-05-02,1968-11-26,1968-11-26,https://patents.google.com/patent/US3412493A/en,https://patentimages.storage.googleapis.com/8a/7a/c9/b684428399cc6a/US3412493-drawings-page-1.png
US-3609685-A,Character recognition by linear traverse ,Post Office,Edward Samuel Deutsch,1966-10-07,1967-10-03,1971-09-28,1971-09-28,https://patents.google.com/patent/US3609685A/en,https://patentimages.storage.googleapis.com/fa/94/7d/96cbd8b26604ae/US3609685-drawings-page-2.png
US-3587856-A,Coding and routing apparatus and method ,Jerome H Lemelson,Jerome H Lemelson,1967-09-05,1967-09-05,1971-06-28,1971-06-28,https://patents.google.com/patent/US3587856A/en,https://patentimages.storage.googleapis.com/8c/2d/3d/b8dbf27fd65ee9/US3587856-drawings-page-2.png
US-3566083-A,Sensor for punches and marks ,Measurement Research Center In,John V Mcmillin,1967-10-16,1967-10-16,1971-02-23,1971-02-23,https://patents.google.com/patent/US3566083A/en,https://patentimages.storage.googleapis.com/8b/52/fb/8f7b7178ed0d57/US3566083-drawings-page-2.png
US-3412245-A,Method and apparatus of retrieval of coded information from symbols having coded inks having photoluminescent components with short and long time constants of decay after short wave illumination ,American Cyanamid Co,Halverson Frederick,1966-02-09,1966-02-09,1968-11-19,1968-11-19,https://patents.google.com/patent/US3412245A/en,https://patentimages.storage.googleapis.com/38/20/08/8b30491db45d2b/US3412245-drawings-page-1.png
US-3500047-A,System for encoding information for automatic readout producing symbols having both photoluminescent material as coding components and visible material and illuminating with both visible and ultraviolet light ,American Cyanamid Co,John William Berry,1966-02-09,1966-02-09,1970-03-10,1970-03-10,https://patents.google.com/patent/US3500047A/en,https://patentimages.storage.googleapis.com/b8/4f/7a/d5db24623e5894/US3500047-drawings-page-1.png
US-3376661-A,Multiple company credit card ,John G. Hulett,John G Hulett,1966-06-28,1966-06-28,1968-04-09,1968-04-09,https://patents.google.com/patent/US3376661A/en,https://patentimages.storage.googleapis.com/2b/d9/dc/5aa5ceec150220/US3376661-drawings-page-1.png
US-3521280-A,Coded labels ,Gen Res Corp,"Maurice Janco, Arnold T Nordsieck, Charles W Perkins",1969-01-16,1969-01-16,1970-07-21,1970-07-21,https://patents.google.com/patent/US3521280A/en,https://patentimages.storage.googleapis.com/f0/46/b4/3165a69627fd1a/US3521280-drawings-page-1.png
US-3598396-A,Record card handling device with multiple feed paths ,Ibm,"Donald R Andrews, Larry H Robbins",1969-06-10,1969-06-10,1971-08-10,1971-08-10,https://patents.google.com/patent/US3598396A/en,https://patentimages.storage.googleapis.com/a9/97/04/2f996f2b37235d/US3598396-drawings-page-2.png
US-3345547-A,Step motor control system including a three stage energization for each step ,Ampex,Peter F Dunne,1965-01-21,1965-01-21,1967-10-03,1967-10-03,https://patents.google.com/patent/US3345547A/en,https://patentimages.storage.googleapis.com/1b/e0/bf/9b8e47ee3bc7bf/US3345547-drawings-page-1.png
US-3430057-A,Episcopic scanning head having smaller optical fibers interleaved in interstices formed by contiguous larger fibers ,Schneider Co Optische Werke,Rudolf Genahr,1965-06-22,1966-06-17,1969-02-25,1969-02-25,https://patents.google.com/patent/US3430057A/en,https://patentimages.storage.googleapis.com/44/5e/23/ca98bcda9614a1/US3430057-drawings-page-1.png
US-3339179-A,Pattern recognition preprocessing techniques ,Ibm,"Jr Glenmore L Shelton, Lawrence P Horwitz",1962-05-21,1966-02-23,1967-08-29,1967-08-29,https://patents.google.com/patent/US3339179A/en,https://patentimages.storage.googleapis.com/4a/91/d6/2c15f522929e7b/US3339179-drawings-page-1.png
US-3330182-A,Device for exposing discrete portions of a photosensitive surface to a variable intensity light beam ,Gerber Scientific Instr Co,"Gerber Heinz Joseph, Ronald B Webster",1965-10-01,1965-10-01,1967-07-11,1967-07-11,https://patents.google.com/patent/US3330182A/en,https://patentimages.storage.googleapis.com/b0/41/60/69a88ddd95472c/US3330182-drawings-page-1.png
US-3780907-A,System for remote control of package-dispensing station ,Parke Davis & Co,"F Kerfoot, W Colburn, H Trowern",1969-10-03,1969-10-03,1973-12-25,1973-12-25,https://patents.google.com/patent/US3780907A/en,https://patentimages.storage.googleapis.com/96/3a/1e/b2cbb23c3e7865/US3780907-drawings-page-2.png
US-3314360-A,Information transfer system having plural stage memory ,Borg Warner,William P Foster,1965-07-19,1965-07-19,1967-04-18,1967-04-18,https://patents.google.com/patent/US3314360A/en,https://patentimages.storage.googleapis.com/b4/33/b7/e5693a2c86eb6a/US3314360-drawings-page-1.png
US-3613080-A,Character recognition system utilizing feature extraction ,Scan Data Corp,"John A Angeloni Sr, John Mcintyre, Ronald L Baracka",1968-11-08,1968-11-08,1971-10-12,1971-10-12,https://patents.google.com/patent/US3613080A/en,https://patentimages.storage.googleapis.com/2b/7b/0e/dd39f4d0c2a737/US3613080-drawings-page-2.png
US-3409901-A,Automatic toner concentration control for use with crt input ,Ibm,"Martin H Dost, Gerald L Wiederhold",1967-07-12,1967-07-13,1968-11-05,1968-11-05,https://patents.google.com/patent/US3409901A/en,https://patentimages.storage.googleapis.com/ac/e9/3a/584b86944712e7/US3409901-drawings-page-1.png
US-3631442-A,Anti-shoplifting system ,Robert E Fearon,Robert E Fearon,1968-03-22,1968-03-22,1971-12-28,1971-12-28,https://patents.google.com/patent/US3631442A/en,https://patentimages.storage.googleapis.com/7c/d3/43/e29f155de5eb5f/US3631442-drawings-page-2.png
US-3536894-A,Electronic credit card acceptor ,Jerry E Travioli,Jerry E Travioli,1965-07-23,1965-07-23,1970-10-27,1970-10-27,https://patents.google.com/patent/US3536894A/en,https://patentimages.storage.googleapis.com/c7/5a/76/1f860ae0547c7d/US3536894-drawings-page-1.png
US-3444517-A,Optical reading machine and specially prepared documents therefor ,Control Data Corp,Jacob Rabinow,1965-03-09,1965-03-09,1969-05-13,1969-05-13,https://patents.google.com/patent/US3444517A/en,https://patentimages.storage.googleapis.com/a3/2a/34/8aa68f5fe65c32/US3444517-drawings-page-1.png
US-3299424-A,Interrogator-responder identification system ,Jorgen P Vinding,Jorgen P Vinding,1965-05-07,1965-05-07,1967-01-17,1967-01-17,https://patents.google.com/patent/US3299424A/en,https://patentimages.storage.googleapis.com/5a/6a/7a/17199a11cd8c3a/US3299424-drawings-page-1.png
US-3298030-A,Electrically operated character printer ,Clevite Corp,"Arthur M Lewis, Jr Arling Dix Brown",1965-07-12,1965-07-12,1967-01-10,1967-01-10,https://patents.google.com/patent/US3298030A/en,https://patentimages.storage.googleapis.com/e7/82/42/7dc828aae3987a/US3298030-drawings-page-1.png
US-3643216-A,Holographic identification system ,Rca Corp,"David Leslie Greenaway, John Patrick Russell",1968-08-06,1969-07-30,1972-02-15,1972-02-15,https://patents.google.com/patent/US3643216A/en,https://patentimages.storage.googleapis.com/66/e9/a7/ad40c03e3a17bc/US3643216-drawings-page-2.png
